perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"HOXD8",False,False,False,-33.8994,577.108
"HPS3",False,False,False,7.24214,819.553
"HPS6",True,False,False,-122.265,836.666
"HRH3",False,False,False,-57.3777,907.839
"HS6ST1",False,False,False,373.592,1491.41
"HSF4",False,False,False,110.229,1355.54
"HSFY1",True,False,False,-113.835,755.577
"HSPA12B",False,False,False,-34.7435,985.487
"HSPA1B",False,False,False,267.578,2172.74
"HTATIP2",False,False,False,115.653,1182.98
"HUWE1",True,False,False,-20.7122,819.877
"HYAL2",False,False,False,19.0044,955.004
"IBTK",False,False,False,-95.1626,625.622
"IDE",True,False,False,34.832,923.941
"IDH3A",True,False,False,-201.685,360.756
"IER2",False,False,False,639.137,1506.74
"IFI16",False,False,False,228.296,1594.42
"IFI30",False,False,False,355.567,1385.22
"IFIH1",False,False,False,205.695,987.706
"IGFBP1",True,False,False,-15.5373,703.635
"IKZF4",False,False,False,-77.9183,733.593
"IL11",True,False,False,-259.63,564.171
"ILKAP",True,False,False,-63.8886,719.351
"ILVBL",False,False,False,-202.632,415.086
"INAFM1",False,False,False,241.974,1478.39
"INAFM2",True,False,False,-70.4762,1117.23
"INMT",True,False,False,-58.8287,939.234
"IP6K1",False,False,False,-94.5548,791.388
"IRF3",False,False,False,-12.6057,1266.45
"IRX3",False,False,False,-160.091,640.594
"IRX5",False,False,False,78.7476,1075.77
"ISL1",False,False,False,188.254,2225.15
"ITGA2B",True,False,False,-85.2257,692.806
"ITGB4",True,False,False,-241.493,405.394
"ITGB5",True,False,False,-74.1962,642.451
"ITM2C",True,False,False,18.6743,1298.39
"ITPRIP",True,False,False,27.3394,796.73
"ITPRIPL1",False,False,False,395.581,2167.32
"IVD",False,False,False,-107.136,451.098
"JMJD1C",True,False,False,-171.161,508.234
"JMJD7",False,False,False,-45.5622,973.157
"JMJD8",False,False,False,131.272,926.289
"JTB",False,False,False,320.959,1598.79
"KAT2A",True,False,False,573.112,1226.84
"KAT2B",True,False,False,65.2329,814.483
"KAT6B",False,False,False,-43.7095,576.892
"KBTBD8",False,False,False,82.8904,708.009
"KCNA6",False,False,False,111.436,902.023
"KCNC4",True,False,False,-111.11,503.547
"KCNE5",False,False,False,348.854,943.851
"KCNIP3",False,False,False,-1.53573,597.483
"KCNS1",False,False,False,-160.905,339.781
"KCTD19",False,False,False,-163.972,562.588
"KCTD6",False,False,False,245.917,1169.23
"KDELR1",False,False,False,285.454,1127.31
"KDM4B",False,False,False,-63.6835,1113.83
"KDM4F",False,False,False,253.849,2122.91
"KDM5A",True,False,False,-40.6867,636.379
"KHDC4",True,False,False,290.035,1289.55
"KIAA0232",False,False,False,-2.70385,384.223
"KIAA1586",False,False,False,-198.171,683.822
"KIF11",False,False,False,353.085,1681.01
"KIF22",False,False,False,-48.223,816.063
"KIF3C",False,False,False,-173.927,589.726
"KIF4B",False,False,False,28.0002,723.492
"KIF7",False,False,False,28.869,1351.38
"KISS1R",True,False,False,-37.8162,779.614
"KLF12",True,False,False,-91.3105,1278.89
"KLF2",True,False,False,-43.899,655.337
"KLF5",False,False,False,209.434,1055.58
"KLF8",False,False,False,-84.9834,547.934
"KLHDC10",False,False,False,45.8304,1024.96
"KLHL17",True,False,False,23.6605,1342.62
"KLHL21",True,False,False,-95.3615,676.784
"KLHL31",False,False,False,7.70873,1301.03
"KLHL36",False,False,False,692.033,2865.45
"KLK6",False,False,False,-213.216,435.204
"KMT2D",False,False,False,-115.313,734.758
"KMT2E",True,False,False,-14.6421,977.306
"KMT5C",True,False,False,-155.241,426.088
"KPNA1",False,False,False,-83.7031,911.481
"KPNA3",False,False,False,-60.6969,809.502
"KRT8",False,False,False,82.2622,996.636
"L2HGDH",False,False,False,-148.869,534.934
"L3MBTL1",False,False,False,52.4542,878.546
"L3MBTL2",False,False,False,54.4276,910.246
"LAMC3",True,False,False,-10.9944,555.335
"LANCL1",True,False,False,-33.9394,741.179
"LAP3",False,False,False,39.9548,718.822
"LAPTM4B",False,False,False,24.3758,1115.11
"LASP1",False,False,False,603.203,2017.68
"LASP1NB",True,False,False,-102.469,523.755
"LBHD1",False,False,False,84.2129,2014.08
"LCOR",True,False,False,236.733,1971.32
"LCORL",False,False,False,-45.5719,576.737
"LDAF1",False,False,False,4.22164,1267.96
"LEMD3",False,False,False,-56.2154,518.679
"LGALSL",False,False,False,-311.574,234.896
"LGMN",False,False,False,61.8559,991.673
"LIG1",False,False,False,-109.648,872.348
"LIMA1",False,False,False,-78.0553,561.887
"LIN28A",False,False,False,115.587,1164.36
