perturbation,native_rankable,native_n_work,native_n_cells,matched50_rankable,matched50_n_work,matched50_n_cells,dataset,native_unrankable,matched50_unrankable
NSA2,True,50,114,True,50,114,Replogle,0,0
NSF,False,50,165,False,50,165,Replogle,1,1
NSMCE2,False,50,118,False,50,118,Replogle,1,1
NSRP1,True,100,237,True,50,237,Replogle,0,0
NSUN4,False,50,156,False,50,156,Replogle,1,1
NUBP1,False,50,152,False,50,152,Replogle,1,1
NUBP2,False,50,153,False,50,153,Replogle,1,1
NUDC,False,50,117,False,50,117,Replogle,1,1
NUDCD3,False,50,112,False,50,112,Replogle,1,1
NUF2,True,200,503,False,50,503,Replogle,0,1
NUMA1,True,100,284,True,50,284,Replogle,0,0
NUP107,True,100,316,True,50,316,Replogle,0,0
NUP160,True,100,291,True,50,291,Replogle,0,0
NUP205,False,200,735,False,50,735,Replogle,1,1
NUP214,False,50,132,False,50,132,Replogle,1,1
NUP54,True,100,291,True,50,291,Replogle,0,0
NUP85,True,50,111,True,50,111,Replogle,0,0
NUP93,False,50,159,False,50,159,Replogle,1,1
NUP98,True,200,510,True,50,510,Replogle,0,0
NUS1,False,50,125,False,50,125,Replogle,1,1
NVL,True,50,110,True,50,110,Replogle,0,0
NXF1,False,100,251,False,50,251,Replogle,1,1
OGFOD1,True,50,114,True,50,114,Replogle,0,0
OIP5,False,50,137,False,50,137,Replogle,1,1
OLFML3,False,50,173,False,50,173,Replogle,1,1
OR1D2,False,50,125,False,50,125,Replogle,1,1
OR2A1,False,50,188,False,50,188,Replogle,1,1
OR2T29,False,50,103,False,50,103,Replogle,1,1
OR2T5,False,50,106,False,50,106,Replogle,1,1
OR4N2,False,50,118,False,50,118,Replogle,1,1
OR7A17,False,50,108,False,50,108,Replogle,1,1
ORC1,True,200,530,True,50,530,Replogle,0,0
ORC3,False,50,181,False,50,181,Replogle,1,1
OSTC,False,100,235,False,50,235,Replogle,1,1
OTOP1,False,50,105,False,50,105,Replogle,1,1
OTX1,False,50,108,False,50,108,Replogle,1,1
OXA1L,True,100,344,True,50,344,Replogle,0,0
PABPN1,True,50,148,True,50,148,Replogle,0,0
PAF1,True,100,238,True,50,238,Replogle,0,0
PAFAH1B1,False,50,126,False,50,126,Replogle,1,1
PARN,False,50,123,False,50,123,Replogle,1,1
PAXBP1,True,50,129,True,50,129,Replogle,0,0
PC,False,100,225,False,50,225,Replogle,1,1
PCBP1,True,50,108,True,50,108,Replogle,0,0
PCBP2,False,50,172,False,50,172,Replogle,1,1
PCF11,True,200,499,True,50,499,Replogle,0,0
PCID2,False,100,307,False,50,307,Replogle,1,1
PCNA,True,50,132,True,50,132,Replogle,0,0
PDCD5,False,50,194,False,50,194,Replogle,1,1
PDCD6,False,100,203,False,50,203,Replogle,1,1
PDCD6IP,False,100,257,False,50,257,Replogle,1,1
PDRG1,True,50,116,True,50,116,Replogle,0,0
PELO,True,100,286,True,50,286,Replogle,0,0
PFDN5,False,50,110,False,50,110,Replogle,1,1
PFDN6,False,50,115,False,50,115,Replogle,1,1
PFN1,False,100,259,False,50,259,Replogle,1,1
PGAM1,True,50,160,True,50,160,Replogle,0,0
PGD,True,50,115,True,50,115,Replogle,0,0
PGS1,False,50,104,False,50,104,Replogle,1,1
PHAX,True,200,412,True,50,412,Replogle,0,0
PHB,True,100,256,True,50,256,Replogle,0,0
PHB2,True,200,415,True,50,415,Replogle,0,0
PHF12,False,50,110,False,50,110,Replogle,1,1
PHF5A,True,100,231,True,50,231,Replogle,0,0
PI4KA,False,50,109,False,50,109,Replogle,1,1
PIAS4,True,100,206,True,50,206,Replogle,0,0
PIK3C3,False,50,115,False,50,115,Replogle,1,1
PKM,False,50,149,False,50,149,Replogle,1,1
PLA2G10,False,100,202,False,50,202,Replogle,1,1
PLEKHN1,False,50,104,False,50,104,Replogle,1,1
PMF1,True,100,265,True,50,265,Replogle,0,0
PMPCA,True,50,140,True,50,140,Replogle,0,0
PMPCB,True,200,553,True,50,553,Replogle,0,0
PNISR,False,50,196,False,50,196,Replogle,1,1
PNKP,False,50,185,False,50,185,Replogle,1,1
PNO1,True,50,134,True,50,134,Replogle,0,0
PNPT1,True,50,131,True,50,131,Replogle,0,0
POLA1,True,100,230,True,50,230,Replogle,0,0
POLA2,True,100,234,True,50,234,Replogle,0,0
POLD1,True,100,212,True,50,212,Replogle,0,0
POLE,True,50,168,True,50,168,Replogle,0,0
POLG2,False,50,156,False,50,156,Replogle,1,1
POLR1A,True,50,127,True,50,127,Replogle,0,0
POLR1B,True,50,181,True,50,181,Replogle,0,0
POLR1C,True,50,187,True,50,187,Replogle,0,0
POLR1E,True,100,209,True,50,209,Replogle,0,0
POLR2A,True,200,410,True,50,410,Replogle,0,0
POLR2B,True,100,320,True,50,320,Replogle,0,0
POLR2C,True,50,185,True,50,185,Replogle,0,0
POLR2D,True,100,281,True,50,281,Replogle,0,0
POLR2E,True,100,225,False,50,225,Replogle,0,1
POLR2F,True,100,337,True,50,337,Replogle,0,0
POLR2G,True,50,155,True,50,155,Replogle,0,0
POLR2H,True,50,102,True,50,102,Replogle,0,0
POLR2I,True,100,223,True,50,223,Replogle,0,0
POLR3B,True,50,113,True,50,113,Replogle,0,0
POLR3C,False,50,175,False,50,175,Replogle,1,1
POLR3D,False,50,118,False,50,118,Replogle,1,1
POLR3E,True,100,221,False,50,221,Replogle,0,1
POLR3F,True,50,165,True,50,165,Replogle,0,0
POLR3H,False,50,109,False,50,109,Replogle,1,1
POLR3K,False,50,108,False,50,108,Replogle,1,1
POLRMT,True,100,214,True,50,214,Replogle,0,0
POP4,True,50,128,True,50,128,Replogle,0,0
POP7,False,100,218,False,50,218,Replogle,1,1
POTEI,False,50,126,False,50,126,Replogle,1,1
PPA1,False,50,143,False,50,143,Replogle,1,1
PPAN,True,50,103,True,50,103,Replogle,0,0
PPARGC1B,False,50,142,False,50,142,Replogle,1,1
PPIA,False,50,158,False,50,158,Replogle,1,1
PPIH,False,50,114,False,50,114,Replogle,1,1
PPIL2,False,50,130,False,50,130,Replogle,1,1
PPME1,False,100,222,False,50,222,Replogle,1,1
PPP1CA,False,100,248,False,50,248,Replogle,1,1
PPP1CB,False,50,160,False,50,160,Replogle,1,1
PPP1R12A,False,50,179,False,50,179,Replogle,1,1
PPP1R15B,False,50,135,False,50,135,Replogle,1,1
PPP2CA,False,50,184,False,50,184,Replogle,1,1
PPP2R1A,False,200,455,False,50,455,Replogle,1,1
PPP4C,True,50,171,True,50,171,Replogle,0,0
PPP4R2,True,50,187,True,50,187,Replogle,0,0
PPP6C,False,50,114,False,50,114,Replogle,1,1
PPRC1,True,50,122,True,50,122,Replogle,0,0
PRC1,False,50,187,False,50,187,Replogle,1,1
PRELID1,True,50,152,True,50,152,Replogle,0,0
PRELID3B,True,100,273,True,50,273,Replogle,0,0
PRIM1,True,50,181,True,50,181,Replogle,0,0
PRIM2,True,50,156,True,50,156,Replogle,0,0
PRKRIP1,False,50,182,False,50,182,Replogle,1,1
PRMT5,False,50,127,False,50,127,Replogle,1,1
PRODH,False,100,379,False,50,379,Replogle,1,1
PRPF18,True,100,268,True,50,268,Replogle,0,0
PRPF19,True,50,112,True,50,112,Replogle,0,0
PRPF3,True,50,143,True,50,143,Replogle,0,0
PRPF4,True,50,117,True,50,117,Replogle,0,0
PRPF40A,True,50,118,True,50,118,Replogle,0,0
PRPF4B,True,100,208,True,50,208,Replogle,0,0
PRPF6,True,100,232,True,50,232,Replogle,0,0
PRPF8,True,50,150,True,50,150,Replogle,0,0
PSMA1,True,50,170,True,50,170,Replogle,0,0
PSMA3,True,100,372,True,50,372,Replogle,0,0
PSMA4,True,100,388,True,50,388,Replogle,0,0
PSMB1,True,50,143,True,50,143,Replogle,0,0
PSMB4,False,50,101,False,50,101,Replogle,1,1
PSMB5,True,100,270,True,50,270,Replogle,0,0
PSMB6,True,100,200,True,50,200,Replogle,0,0
PSMB7,True,200,404,True,50,404,Replogle,0,0
PSMC1,True,100,316,True,50,316,Replogle,0,0
PSMC2,True,200,432,True,50,432,Replogle,0,0
PSMC4,True,100,242,True,50,242,Replogle,0,0
PSMC6,True,50,151,True,50,151,Replogle,0,0
PSMD1,True,100,281,True,50,281,Replogle,0,0
PSMD12,True,100,265,True,50,265,Replogle,0,0
PSMD13,True,50,122,True,50,122,Replogle,0,0
PSMD4,True,100,352,True,50,352,Replogle,0,0
PSMD6,True,200,555,True,50,555,Replogle,0,0
PSMD7,True,100,373,True,50,373,Replogle,0,0
PSME1,True,50,121,True,50,121,Replogle,0,0
PSME2,False,50,151,False,50,151,Replogle,1,1
PSMG1,False,50,109,False,50,109,Replogle,1,1
PSMG2,False,50,164,False,50,164,Replogle,1,1
PSMG3,False,200,439,False,50,439,Replogle,1,1
PSTK,False,100,379,False,50,379,Replogle,1,1
PTBP1,True,50,152,True,50,152,Replogle,0,0
PTCD1,True,100,267,True,50,267,Replogle,0,0
PTK2,False,50,144,False,50,144,Replogle,1,1
PTMA,False,50,152,False,50,152,Replogle,1,1
PTPMT1,False,50,183,False,50,183,Replogle,1,1
PTPN23,False,50,140,False,50,140,Replogle,1,1
PXN,False,50,161,False,50,161,Replogle,1,1
PYROXD1,False,50,100,False,50,100,Replogle,1,1
QARS,True,200,400,True,50,400,Replogle,0,0
QRSL1,False,50,126,False,50,126,Replogle,1,1
RAB4A,False,100,303,False,50,303,Replogle,1,1
RABGGTA,False,50,116,False,50,116,Replogle,1,1
RABGGTB,False,50,169,False,50,169,Replogle,1,1
RAC1,False,50,194,False,50,194,Replogle,1,1
RAC3,False,100,220,False,50,220,Replogle,1,1
RACGAP1,False,50,175,False,50,175,Replogle,1,1
RAD17,False,50,129,False,50,129,Replogle,1,1
RAD21,True,50,117,True,50,117,Replogle,0,0
RAD51,True,100,241,True,50,241,Replogle,0,0
RAD51D,False,50,142,False,50,142,Replogle,1,1
RAN,False,50,193,False,50,193,Replogle,1,1
RANGAP1,True,50,130,True,50,130,Replogle,0,0
RARS,True,200,404,True,50,404,Replogle,0,0
RARS2,True,50,148,True,50,148,Replogle,0,0
RBBP8,True,50,117,True,50,117,Replogle,0,0
RBM10,False,50,130,False,50,130,Replogle,1,1
RBM14,True,100,228,True,50,228,Replogle,0,0
RBM4,True,100,221,False,50,221,Replogle,0,1
RBMX,True,50,147,True,50,147,Replogle,0,0
RBMX2,True,100,244,True,50,244,Replogle,0,0
RCC1,True,100,226,False,50,226,Replogle,0,1
RCL1,True,50,106,True,50,106,Replogle,0,0
REV3L,False,50,101,False,50,101,Replogle,1,1
RFC1,True,50,149,True,50,149,Replogle,0,0
RFC3,True,100,229,True,50,229,Replogle,0,0
RFC5,True,50,111,True,50,111,Replogle,0,0
RFT1,False,50,121,False,50,121,Replogle,1,1
RGP1,False,50,130,False,50,130,Replogle,1,1
RGPD6,False,100,202,False,50,202,Replogle,1,1
RHOQ,False,50,185,False,50,185,Replogle,1,1
RHPN1,False,100,225,False,50,225,Replogle,1,1
RINT1,True,50,145,True,50,145,Replogle,0,0
RIOK1,True,100,326,True,50,326,Replogle,0,0
RIOK2,True,50,174,True,50,174,Replogle,0,0
RMI1,False,100,203,False,50,203,Replogle,1,1
RNASEH2C,False,50,102,False,50,102,Replogle,1,1
RNF103,False,50,111,False,50,111,Replogle,1,1
RNF113A,True,50,176,True,50,176,Replogle,0,0
RNF123,False,50,111,False,50,111,Replogle,1,1
RNF14,False,100,240,False,50,240,Replogle,1,1
RNF20,True,50,124,True,50,124,Replogle,0,0
RNF40,True,50,198,True,50,198,Replogle,0,0
RNF8,False,50,176,False,50,176,Replogle,1,1
RNGTT,True,50,115,True,50,115,Replogle,0,0
RNMT,True,50,114,True,50,114,Replogle,0,0
RNPS1,True,50,131,True,50,131,Replogle,0,0
RPA1,True,200,469,False,50,469,Replogle,0,1
RPA2,True,100,225,True,50,225,Replogle,0,0
RPA3,True,100,208,True,50,208,Replogle,0,0
RPAIN,False,50,108,False,50,108,Replogle,1,1
RPAP2,True,100,398,True,50,398,Replogle,0,0
RPE,False,50,118,False,50,118,Replogle,1,1
RPF1,True,50,125,True,50,125,Replogle,0,0
RPL10,True,100,276,True,50,276,Replogle,0,0
RPL10A,True,100,257,True,50,257,Replogle,0,0
RPL11,True,100,387,True,50,387,Replogle,0,0
RPL12,True,100,255,True,50,255,Replogle,0,0
RPL13,True,100,337,True,50,337,Replogle,0,0
RPL13A,False,50,158,False,50,158,Replogle,1,1
RPL14,True,100,220,True,50,220,Replogle,0,0
RPL15,True,50,168,True,50,168,Replogle,0,0
RPL17,True,50,149,True,50,149,Replogle,0,0
RPL18,True,100,308,True,50,308,Replogle,0,0
RPL19,True,100,238,True,50,238,Replogle,0,0
RPL21,True,100,262,True,50,262,Replogle,0,0
RPL23,True,100,398,True,50,398,Replogle,0,0
RPL24,True,200,460,True,50,460,Replogle,0,0
RPL26,True,100,209,True,50,209,Replogle,0,0
RPL26L1,False,50,148,False,50,148,Replogle,1,1
RPL27A,True,100,202,True,50,202,Replogle,0,0
RPL3,True,800,1996,False,50,1996,Replogle,0,1
RPL30,True,100,365,True,50,365,Replogle,0,0
RPL31,True,100,294,True,50,294,Replogle,0,0
RPL32,True,100,208,True,50,208,Replogle,0,0
RPL34,True,100,330,True,50,330,Replogle,0,0
RPL35A,True,50,137,True,50,137,Replogle,0,0
RPL36,True,100,204,True,50,204,Replogle,0,0
RPL36AL,False,50,152,False,50,152,Replogle,1,1
RPL37,True,100,382,True,50,382,Replogle,0,0
RPL37A,True,100,386,True,50,386,Replogle,0,0
RPL38,True,50,184,True,50,184,Replogle,0,0
RPL4,True,100,345,True,50,345,Replogle,0,0
RPL5,True,100,200,True,50,200,Replogle,0,0
RPL6,True,100,273,True,50,273,Replogle,0,0
RPL7,True,100,301,True,50,301,Replogle,0,0
RPL8,True,100,384,True,50,384,Replogle,0,0
RPL9,True,100,242,True,50,242,Replogle,0,0
RPLP0,True,50,184,True,50,184,Replogle,0,0
RPLP1,True,50,117,True,50,117,Replogle,0,0
RPLP2,True,100,222,True,50,222,Replogle,0,0
RPN2,False,50,105,False,50,105,Replogle,1,1
RPP30,True,50,101,True,50,101,Replogle,0,0
RPS10,True,50,106,True,50,106,Replogle,0,0
RPS10-NUDT3,True,50,164,True,50,164,Replogle,0,0
RPS11,True,100,268,True,50,268,Replogle,0,0
RPS12,True,200,485,True,50,485,Replogle,0,0
RPS13,True,50,135,True,50,135,Replogle,0,0
RPS14,True,50,181,True,50,181,Replogle,0,0
RPS15A,True,100,314,True,50,314,Replogle,0,0
RPS17,True,100,223,True,50,223,Replogle,0,0
RPS18,True,50,122,True,50,122,Replogle,0,0
RPS19,True,200,422,True,50,422,Replogle,0,0
RPS20,True,100,273,True,50,273,Replogle,0,0
RPS23,True,50,114,True,50,114,Replogle,0,0
RPS24,True,100,243,True,50,243,Replogle,0,0
RPS27,True,50,174,True,50,174,Replogle,0,0
RPS28,True,100,309,True,50,309,Replogle,0,0
RPS29,True,200,403,True,50,403,Replogle,0,0
RPS3,True,100,276,True,50,276,Replogle,0,0
RPS3A,True,50,160,True,50,160,Replogle,0,0
RPS4X,True,50,180,True,50,180,Replogle,0,0
RPS5,True,50,144,True,50,144,Replogle,0,0
RPS6,True,50,178,True,50,178,Replogle,0,0
RPS7,True,100,265,True,50,265,Replogle,0,0
RPS9,True,100,276,True,50,276,Replogle,0,0
RPSA,True,100,224,True,50,224,Replogle,0,0
RPUSD3,False,50,164,False,50,164,Replogle,1,1
RPUSD4,False,50,126,False,50,126,Replogle,1,1
RRM1,True,50,103,True,50,103,Replogle,0,0
RRM2,True,200,577,False,50,577,Replogle,0,1
RRP1,True,50,109,True,50,109,Replogle,0,0
RRP12,True,100,204,True,50,204,Replogle,0,0
RRP9,True,50,110,True,50,110,Replogle,0,0
RSL1D1,True,100,211,False,50,211,Replogle,0,1
RSL24D1,True,50,179,True,50,179,Replogle,0,0
RTCB,False,50,171,False,50,171,Replogle,1,1
RTEL1,False,50,140,False,50,140,Replogle,1,1
RTTN,False,50,125,False,50,125,Replogle,1,1
RUVBL1,True,100,211,True,50,211,Replogle,0,0
SACM1L,False,50,193,False,50,193,Replogle,1,1
SAE1,True,50,121,True,50,121,Replogle,0,0
SAMM50,True,50,102,True,50,102,Replogle,0,0
SAP130,False,50,113,False,50,113,Replogle,1,1
SARS2,False,50,163,False,50,163,Replogle,1,1
SART1,True,100,306,True,50,306,Replogle,0,0
SART3,True,50,154,True,50,154,Replogle,0,0
SBNO1,False,50,183,False,50,183,Replogle,1,1
SCAF1,True,50,174,True,50,174,Replogle,0,0
SCAP,False,50,140,False,50,140,Replogle,1,1
SCFD1,False,50,152,False,50,152,Replogle,1,1
SCNM1,False,50,101,False,50,101,Replogle,1,1
SDAD1,True,100,240,True,50,240,Replogle,0,0
SDC1,False,50,170,False,50,170,Replogle,1,1
SDE2,False,50,151,False,50,151,Replogle,1,1
SDHAF2,False,50,126,False,50,126,Replogle,1,1
SDHC,False,50,104,False,50,104,Replogle,1,1
SEC16A,False,50,153,False,50,153,Replogle,1,1
SEC61A1,True,50,180,True,50,180,Replogle,0,0
SEPHS2,False,50,158,False,50,158,Replogle,1,1
SERBP1,False,50,109,False,50,109,Replogle,1,1
SETD2,False,50,109,False,50,109,Replogle,1,1
SETDB1,True,50,124,True,50,124,Replogle,0,0
SF3A1,False,100,332,False,50,332,Replogle,1,1
SF3A2,True,100,321,True,50,321,Replogle,0,0
SF3B1,False,50,165,False,50,165,Replogle,1,1
SF3B2,True,200,500,True,50,500,Replogle,0,0
SF3B3,True,100,381,True,50,381,Replogle,0,0
SF3B4,True,100,238,True,50,238,Replogle,0,0
SFPQ,True,100,303,True,50,303,Replogle,0,0
SFSWAP,True,50,172,True,50,172,Replogle,0,0
SGPP1,False,50,159,False,50,159,Replogle,1,1
SIN3A,True,100,307,False,50,307,Replogle,0,1
SKA3,False,50,116,False,50,116,Replogle,1,1
SKP2,True,100,202,True,50,202,Replogle,0,0
SLC16A5,False,50,179,False,50,179,Replogle,1,1
SLC1A5,False,200,490,False,50,490,Replogle,1,1
SLC25A10,True,100,303,True,50,303,Replogle,0,0
SLC25A3,False,50,114,False,50,114,Replogle,1,1
SLC35G6,False,50,163,False,50,163,Replogle,1,1
SLC39A10,False,50,153,False,50,153,Replogle,1,1
SLC39A7,False,50,131,False,50,131,Replogle,1,1
SLC39A9,True,200,752,False,50,752,Replogle,0,1
SLC4A5,False,100,226,False,50,226,Replogle,1,1
SLC7A5,True,100,378,True,50,378,Replogle,0,0
SLU7,True,100,225,True,50,225,Replogle,0,0
SMAGP,False,50,117,False,50,117,Replogle,1,1
SMARCB1,False,50,182,False,50,182,Replogle,1,1
SMC1A,True,50,180,True,50,180,Replogle,0,0
SMC2,True,50,134,True,50,134,Replogle,0,0
SMC4,False,100,340,False,50,340,Replogle,1,1
SMC5,False,50,121,False,50,121,Replogle,1,1
SMC6,False,50,125,False,50,125,Replogle,1,1
