source,gene,depth_m,n_var,eta2,rho2,rho2_nn_median,rho2_nn_median_lo,rho2_nn_median_hi,rho2_nn_geomean,frac_above_noise,nn_nonpositive,ceiling_pds,p_correct,p_winner,eff_rank,rho2_target,rank,hetero
dialled,TP53,50,90,18.836,5.89617,0.02745,0.01579,0.03382,,0.5956,15,0.6553,0.748,0.858,1.0,6.0,1.0,2.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,-1.0,0.0
dialled,TP53,100,20,9.338,0.05069,0.05394,0.04689,0.05934,0.046345,0.83,0,0.6555,1.0,1.0,17.86,0.05,-1.0,0.0
dialled,TP53,100,20,9.338,0.20264,0.20118,0.19298,0.21135,0.201804,1.0,0,0.9255,1.0,1.0,17.86,0.2,-1.0,0.0
dialled,TP53,100,20,9.338,0.61061,0.58276,0.57351,0.60441,0.591251,1.0,0,0.9997,0.0,0.0,17.86,0.6,-1.0,0.0
dialled,TP53,100,20,9.338,2.04377,1.91326,1.89089,1.94159,1.918325,1.0,0,1.0,0.0,0.0,17.86,2.0,-1.0,0.0
dialled,TP53,100,20,9.338,6.14675,5.64456,5.60242,5.72226,5.657721,1.0,0,1.0,0.0,0.0,17.86,6.0,-1.0,0.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,-1.0,1.0
dialled,TP53,100,20,9.338,0.05157,0.01173,0.00261,0.02985,,0.685,4,0.6121,0.792,0.948,5.65,0.05,-1.0,1.0
dialled,TP53,100,20,9.338,0.2044,0.04479,0.02904,0.07505,0.051485,0.795,0,0.7245,0.442,0.968,5.65,0.2,-1.0,1.0
dialled,TP53,100,20,9.338,0.61366,0.11574,0.05787,0.19838,0.129273,0.89,0,0.8374,0.99,1.0,5.65,0.6,-1.0,1.0
dialled,TP53,100,20,9.338,2.04934,0.37323,0.14293,0.62078,0.349793,0.94,0,0.9089,0.994,0.994,5.65,2.0,-1.0,1.0
dialled,TP53,100,20,9.338,6.15638,1.10519,0.41364,1.82511,0.949652,0.975,0,0.9516,0.854,0.88,5.65,6.0,-1.0,1.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,-1.0,2.0
dialled,TP53,100,20,9.338,0.05238,0.00367,-0.00513,0.02102,,0.58,8,0.5753,0.228,0.486,2.49,0.05,-1.0,2.0
dialled,TP53,100,20,9.338,0.20602,0.0045,-0.00369,0.02546,,0.615,7,0.6274,0.384,0.612,2.49,0.2,-1.0,2.0
dialled,TP53,100,20,9.338,0.61646,0.01677,0.00291,0.03455,,0.695,5,0.6616,0.82,0.998,2.49,0.6,-1.0,2.0
dialled,TP53,100,20,9.338,2.05446,0.04502,0.02866,0.12319,,0.795,2,0.7318,0.778,0.78,2.49,2.0,-1.0,2.0
dialled,TP53,100,20,9.338,6.16526,0.11817,0.02766,0.31643,,0.85,1,0.8084,1.0,1.0,2.49,6.0,-1.0,2.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,5.0,0.0
dialled,TP53,100,20,9.338,0.0483,0.0379,0.02577,0.04854,0.031484,0.725,0,0.6429,0.98,1.0,4.85,0.05,5.0,0.0
dialled,TP53,100,20,9.338,0.19786,0.11038,0.09397,0.11731,0.102037,0.865,0,0.8882,1.0,1.0,4.85,0.2,5.0,0.0
dialled,TP53,100,20,9.338,0.60233,0.22807,0.21385,0.2425,0.225001,0.985,0,0.9779,0.402,0.62,4.85,0.6,5.0,0.0
dialled,TP53,100,20,9.338,2.02866,0.6627,0.58005,0.69769,0.643815,1.0,0,0.9947,0.0,0.0,4.85,2.0,5.0,0.0
dialled,TP53,100,20,9.338,6.12057,1.8955,1.6948,2.05065,1.834239,1.0,0,0.9997,0.0,0.0,4.85,6.0,5.0,0.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,5.0,1.0
dialled,TP53,100,20,9.338,0.05001,0.01209,-0.0012,0.02466,,0.615,7,0.6013,0.76,0.88,3.14,0.05,5.0,1.0
dialled,TP53,100,20,9.338,0.20128,0.04571,0.0244,0.0664,,0.765,1,0.7097,0.616,0.928,3.14,0.2,5.0,1.0
dialled,TP53,100,20,9.338,0.60825,0.09925,0.05637,0.1411,0.099316,0.855,0,0.8111,0.97,0.99,3.14,0.6,5.0,1.0
dialled,TP53,100,20,9.338,2.03947,0.26368,0.11546,0.45217,0.266306,0.915,0,0.8811,0.526,0.67,3.14,2.0,5.0,1.0
dialled,TP53,100,20,9.338,6.1393,0.71274,0.32646,1.23454,0.66372,0.935,0,0.9255,0.81,0.864,3.14,6.0,5.0,1.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,5.0,2.0
dialled,TP53,100,20,9.338,0.05132,0.00448,-0.00887,0.02081,,0.555,7,0.5634,0.104,0.158,1.9,0.05,5.0,2.0
dialled,TP53,100,20,9.338,0.20388,0.00562,-0.00247,0.01972,,0.61,9,0.6208,0.336,0.456,1.9,0.2,5.0,2.0
dialled,TP53,100,20,9.338,0.61277,0.01448,0.00175,0.02996,,0.69,6,0.6568,0.664,0.728,1.9,0.6,5.0,2.0
dialled,TP53,100,20,9.338,2.04772,0.04604,0.02465,0.08047,,0.77,2,0.7187,0.968,0.998,1.9,2.0,5.0,2.0
dialled,TP53,100,20,9.338,6.15358,0.10065,0.02994,0.24239,,0.82,2,0.7868,0.988,1.0,1.9,6.0,5.0,2.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,3.0,0.0
dialled,TP53,100,20,9.338,0.04739,0.03066,0.01985,0.04353,,0.67,4,0.6355,0.818,1.0,2.92,0.05,3.0,0.0
dialled,TP53,100,20,9.338,0.19603,0.06945,0.06408,0.07397,0.068103,0.795,0,0.8442,1.0,1.0,2.92,0.2,3.0,0.0
dialled,TP53,100,20,9.338,0.59917,0.12428,0.10192,0.14152,0.118211,0.865,0,0.9279,0.944,0.984,2.92,0.6,3.0,0.0
dialled,TP53,100,20,9.338,2.02288,0.31471,0.29322,0.35923,0.311688,0.975,0,0.9629,0.0,0.41,2.92,2.0,3.0,0.0
dialled,TP53,100,20,9.338,6.11056,0.9027,0.78575,0.96635,0.871693,1.0,0,0.9787,0.0,0.0,2.92,6.0,3.0,0.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,3.0,1.0
dialled,TP53,100,20,9.338,0.04898,0.01258,0.00381,0.02622,,0.615,4,0.5971,0.546,0.682,2.27,0.05,3.0,1.0
dialled,TP53,100,20,9.338,0.19921,0.04138,0.02733,0.05871,0.035166,0.73,0,0.7018,0.892,0.944,2.27,0.2,3.0,1.0
dialled,TP53,100,20,9.338,0.60468,0.0827,0.04435,0.14359,0.086471,0.835,0,0.7871,0.17,0.202,2.27,0.6,3.0,1.0
dialled,TP53,100,20,9.338,2.03294,0.17386,0.06509,0.34717,0.191165,0.875,0,0.8521,0.296,0.784,2.27,2.0,3.0,1.0
dialled,TP53,100,20,9.338,6.12798,0.45697,0.19974,0.96181,0.45448,0.895,0,0.8963,0.584,0.67,2.27,6.0,3.0,1.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,3.0,2.0
dialled,TP53,100,20,9.338,0.05031,0.00398,-0.00317,0.01361,,0.535,6,0.5671,0.118,0.396,1.69,0.05,3.0,2.0
dialled,TP53,100,20,9.338,0.20188,0.00724,-0.00331,0.02041,,0.625,7,0.6158,0.288,0.382,1.69,0.2,3.0,2.0
dialled,TP53,100,20,9.338,0.6093,0.01651,0.00303,0.03267,,0.675,5,0.6547,0.686,0.784,1.69,0.6,3.0,2.0
dialled,TP53,100,20,9.338,2.04138,0.05095,0.02099,0.08169,,0.745,2,0.7218,0.936,0.936,1.69,2.0,3.0,2.0
dialled,TP53,100,20,9.338,6.1426,0.10011,0.02973,0.24877,,0.84,1,0.7758,0.996,1.0,1.69,6.0,3.0,2.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,2.0,0.0
dialled,TP53,100,20,9.338,0.04723,0.02317,0.00515,0.02991,,0.575,5,0.6261,0.928,0.93,1.96,0.05,2.0,0.0
dialled,TP53,100,20,9.338,0.19571,0.04318,0.02921,0.04863,,0.66,1,0.7992,0.976,0.976,1.96,0.2,2.0,0.0
dialled,TP53,100,20,9.338,0.59861,0.0729,0.06252,0.09041,0.066944,0.7,0,0.8668,0.738,0.85,1.96,0.6,2.0,0.0
dialled,TP53,100,20,9.338,2.02187,0.18301,0.15572,0.22399,0.174658,0.84,0,0.8974,0.196,0.34,1.96,2.0,2.0,0.0
dialled,TP53,100,20,9.338,6.10881,0.53029,0.3641,0.5583,0.469368,0.945,0,0.9224,0.014,0.204,1.96,6.0,2.0,0.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,2.0,1.0
dialled,TP53,100,20,9.338,0.0484,0.0077,-0.00054,0.02438,,0.57,6,0.5926,0.712,0.764,1.69,0.05,2.0,1.0
dialled,TP53,100,20,9.338,0.19805,0.04028,0.01754,0.07215,,0.715,1,0.6879,0.464,0.882,1.69,0.2,2.0,1.0
dialled,TP53,100,20,9.338,0.60267,0.06888,0.03057,0.15037,,0.745,2,0.7634,0.862,0.896,1.69,0.6,2.0,1.0
dialled,TP53,100,20,9.338,2.02927,0.10811,0.05774,0.32804,0.150026,0.81,0,0.8134,0.784,0.898,1.69,2.0,2.0,1.0
dialled,TP53,100,20,9.338,6.12163,0.27417,0.11266,0.77727,0.370618,0.87,0,0.8529,0.784,0.792,1.69,6.0,2.0,1.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,2.0,2.0
dialled,TP53,100,20,9.338,0.04957,0.00289,-0.00573,0.01579,,0.54,8,0.5663,0.324,0.664,1.46,0.05,2.0,2.0
dialled,TP53,100,20,9.338,0.20039,0.00495,-0.00048,0.01385,,0.575,6,0.6039,0.452,0.558,1.46,0.2,2.0,2.0
dialled,TP53,100,20,9.338,0.60672,0.01727,0.00589,0.03446,,0.66,5,0.6434,0.532,0.58,1.46,0.6,2.0,2.0
dialled,TP53,100,20,9.338,2.03666,0.04611,0.02265,0.10714,,0.71,2,0.7142,0.992,0.998,1.46,2.0,2.0,2.0
dialled,TP53,100,20,9.338,6.13443,0.09029,0.02353,0.26476,,0.79,1,0.75,0.378,0.778,1.46,6.0,2.0,2.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,1.0,0.0
dialled,TP53,100,20,9.338,0.04612,0.015,0.01129,0.02606,,0.565,4,0.6021,0.754,0.852,1.0,0.05,1.0,0.0
dialled,TP53,100,20,9.338,0.1935,0.01956,0.01188,0.03021,,0.615,3,0.7079,0.626,0.94,1.0,0.2,1.0,0.0
dialled,TP53,100,20,9.338,0.59478,0.03416,0.01745,0.03958,,0.62,2,0.7384,0.324,0.586,1.0,0.6,1.0,0.0
dialled,TP53,100,20,9.338,2.01487,0.05168,0.03243,0.07677,,0.7,1,0.7558,0.094,0.166,1.0,2.0,1.0,0.0
dialled,TP53,100,20,9.338,6.09669,0.1157,0.08623,0.16616,0.098107,0.75,0,0.7566,0.0,0.032,1.0,6.0,1.0,0.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,1.0,1.0
dialled,TP53,100,20,9.338,0.04876,0.01492,0.01026,0.02191,,0.59,5,0.5824,0.176,0.184,1.0,0.05,1.0,1.0
dialled,TP53,100,20,9.338,0.19878,0.02393,0.01249,0.04147,,0.595,2,0.6571,0.774,0.95,1.0,0.2,1.0,1.0
dialled,TP53,100,20,9.338,0.60392,0.03542,0.01919,0.0651,,0.585,2,0.7005,0.07,0.12,1.0,0.6,1.0,1.0
dialled,TP53,100,20,9.338,2.03157,0.0514,0.02312,0.10835,,0.64,3,0.7313,0.11,0.402,1.0,2.0,1.0,1.0
dialled,TP53,100,20,9.338,6.12561,0.08977,0.04575,0.25592,0.093351,0.72,0,0.7416,0.106,0.45,1.0,6.0,1.0,1.0
dialled,TP53,100,20,9.338,0.00159,0.00083,-0.00917,0.00985,,0.48,10,0.4911,0.01,0.162,,0.0,1.0,2.0
dialled,TP53,100,20,9.338,0.05054,0.0031,-0.00241,0.01294,,0.555,8,0.5626,0.248,0.386,1.0,0.05,1.0,2.0
dialled,TP53,100,20,9.338,0.20234,0.0059,-0.00178,0.02169,,0.56,9,0.5997,0.14,0.642,1.0,0.2,1.0,2.0
dialled,TP53,100,20,9.338,0.61009,0.01375,0.00822,0.03998,,0.615,4,0.6329,0.542,0.702,1.0,0.6,1.0,2.0
dialled,TP53,100,20,9.338,2.04283,0.02855,0.01833,0.05694,,0.63,3,0.675,0.138,0.654,1.0,2.0,1.0,2.0
dialled,TP53,100,20,9.338,6.14511,0.05277,0.02179,0.13725,,0.695,2,0.69,0.016,0.038,1.0,6.0,1.0,2.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,-1.0,0.0
dialled,TP53,100,45,9.344,0.04946,0.05133,0.04067,0.05486,0.043554,0.7844,0,0.6511,1.0,1.0,38.58,0.05,-1.0,0.0
dialled,TP53,100,45,9.344,0.2017,0.20073,0.19413,0.2099,0.198869,1.0,0,0.9249,1.0,1.0,38.58,0.2,-1.0,0.0
dialled,TP53,100,45,9.344,0.60905,0.58896,0.58126,0.5964,0.585931,1.0,0,0.9994,0.62,0.938,38.58,0.6,-1.0,0.0
dialled,TP53,100,45,9.344,2.03735,1.8879,1.8756,1.89883,1.889115,1.0,0,1.0,0.0,0.0,38.58,2.0,-1.0,0.0
dialled,TP53,100,45,9.344,6.12227,5.52187,5.49019,5.55489,5.519394,1.0,0,1.0,0.0,0.0,38.58,6.0,-1.0,0.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,-1.0,1.0
dialled,TP53,100,45,9.344,0.05016,0.0127,0.00718,0.03401,,0.6067,12,0.5818,0.778,0.95,6.92,0.05,-1.0,1.0
dialled,TP53,100,45,9.344,0.20311,0.03265,0.02873,0.05253,,0.7511,3,0.6882,0.996,1.0,6.92,0.2,-1.0,1.0
dialled,TP53,100,45,9.344,0.61149,0.08541,0.05381,0.1167,,0.8711,1,0.7984,0.996,0.996,6.92,0.6,-1.0,1.0
dialled,TP53,100,45,9.344,2.04181,0.26895,0.12488,0.352,,0.9089,1,0.8907,0.984,1.0,6.92,2.0,-1.0,1.0
dialled,TP53,100,45,9.344,6.12999,0.7617,0.35612,1.06671,,0.9467,1,0.9332,0.996,1.0,6.92,6.0,-1.0,1.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,-1.0,2.0
dialled,TP53,100,45,9.344,0.05054,0.00402,0.00019,0.00928,,0.5044,16,0.534,0.182,0.336,2.7,0.05,-1.0,2.0
dialled,TP53,100,45,9.344,0.20386,0.00992,-0.00403,0.01997,,0.5511,16,0.5694,0.236,0.304,2.7,0.2,-1.0,2.0
dialled,TP53,100,45,9.344,0.6128,0.01311,0.00358,0.02732,,0.5956,14,0.606,0.756,0.884,2.7,0.6,-1.0,2.0
dialled,TP53,100,45,9.344,2.0442,0.01897,0.00817,0.03528,,0.6644,9,0.6564,0.98,1.0,2.7,2.0,-1.0,2.0
dialled,TP53,100,45,9.344,6.13413,0.03157,0.02552,0.06577,,0.7156,5,0.7124,0.998,0.998,2.7,6.0,-1.0,2.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,5.0,0.0
dialled,TP53,100,45,9.344,0.048,0.03787,0.03325,0.04788,,0.6667,6,0.6299,1.0,1.0,4.7,0.05,5.0,0.0
dialled,TP53,100,45,9.344,0.19878,0.07395,0.0615,0.0938,0.0697,0.8156,0,0.8464,1.0,1.0,4.7,0.2,5.0,0.0
dialled,TP53,100,45,9.344,0.60399,0.14927,0.13384,0.17125,0.1483,0.8911,0,0.9546,1.0,1.0,4.7,0.6,5.0,0.0
dialled,TP53,100,45,9.344,2.02812,0.40956,0.38641,0.44702,0.418439,0.9911,0,0.9864,0.772,0.79,4.7,2.0,5.0,0.0
dialled,TP53,100,45,9.344,6.10629,1.19162,1.11798,1.2539,1.180091,1.0,0,0.9962,0.24,0.602,4.7,6.0,5.0,0.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,5.0,1.0
dialled,TP53,100,45,9.344,0.04949,0.01135,0.00029,0.02972,,0.5467,15,0.5745,0.698,0.83,3.29,0.05,5.0,1.0
dialled,TP53,100,45,9.344,0.20176,0.03359,0.0192,0.05161,,0.7156,7,0.6693,0.908,0.908,3.29,0.2,5.0,1.0
dialled,TP53,100,45,9.344,0.60916,0.06914,0.04677,0.09781,,0.7822,2,0.7601,0.984,0.996,3.29,0.6,5.0,1.0
dialled,TP53,100,45,9.344,2.03756,0.15682,0.10072,0.24458,,0.8822,1,0.8443,0.872,0.958,3.29,2.0,5.0,1.0
dialled,TP53,100,45,9.344,6.12263,0.37867,0.20245,0.64008,0.409265,0.9333,0,0.8958,0.93,0.97,3.29,6.0,5.0,1.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,5.0,2.0
dialled,TP53,100,45,9.344,0.05045,0.00051,-0.00167,0.009,,0.4956,20,0.5325,0.148,0.264,2.04,0.05,5.0,2.0
dialled,TP53,100,45,9.344,0.20369,0.0071,0.00022,0.02122,,0.5356,15,0.566,0.434,0.524,2.04,0.2,5.0,2.0
dialled,TP53,100,45,9.344,0.6125,0.00946,0.00249,0.02953,,0.58,14,0.6014,0.622,0.836,2.04,0.6,5.0,2.0
dialled,TP53,100,45,9.344,2.04365,0.01807,0.0081,0.03669,,0.6244,13,0.6466,0.644,0.9,2.04,2.0,5.0,2.0
dialled,TP53,100,45,9.344,6.13318,0.03559,0.02394,0.06086,,0.7244,8,0.6953,0.788,0.96,2.04,6.0,5.0,2.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,3.0,0.0
dialled,TP53,100,45,9.344,0.04664,0.0265,0.02069,0.03575,,0.6133,4,0.6211,1.0,1.0,2.87,0.05,3.0,0.0
dialled,TP53,100,45,9.344,0.19607,0.05863,0.03714,0.06383,0.046147,0.72,0,0.8038,1.0,1.0,2.87,0.2,3.0,0.0
dialled,TP53,100,45,9.344,0.59929,0.09183,0.08292,0.10462,0.091844,0.8,0,0.8993,0.908,1.0,2.87,0.6,3.0,0.0
dialled,TP53,100,45,9.344,2.01954,0.19328,0.18624,0.20996,0.211895,0.8956,0,0.9425,0.802,0.952,2.87,2.0,3.0,0.0
dialled,TP53,100,45,9.344,6.09143,0.53086,0.50766,0.56987,0.553786,0.96,0,0.9662,0.144,0.754,2.87,6.0,3.0,0.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,3.0,1.0
dialled,TP53,100,45,9.344,0.0485,0.01096,-0.00052,0.02507,,0.5667,17,0.569,0.584,0.812,2.41,0.05,3.0,1.0
dialled,TP53,100,45,9.344,0.19978,0.02796,0.01969,0.03725,,0.6733,7,0.6499,0.65,0.906,2.41,0.2,3.0,1.0
dialled,TP53,100,45,9.344,0.60572,0.05337,0.03977,0.07856,,0.7644,1,0.7331,0.81,0.984,2.41,0.6,3.0,1.0
dialled,TP53,100,45,9.344,2.03127,0.12126,0.08413,0.16422,,0.8156,1,0.8123,0.782,0.9,2.41,2.0,3.0,1.0
dialled,TP53,100,45,9.344,6.11175,0.24923,0.12534,0.34531,0.269233,0.8667,0,0.8604,0.182,0.306,2.41,6.0,3.0,1.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,3.0,2.0
dialled,TP53,100,45,9.344,0.05016,0.00305,-0.00222,0.01036,,0.4889,19,0.5291,0.06,0.094,1.75,0.05,3.0,2.0
dialled,TP53,100,45,9.344,0.2031,0.00556,-0.00374,0.02099,,0.5356,19,0.5611,0.232,0.358,1.75,0.2,3.0,2.0
dialled,TP53,100,45,9.344,0.61148,0.00988,0.00163,0.02733,,0.5867,15,0.5922,0.606,0.72,1.75,0.6,3.0,2.0
dialled,TP53,100,45,9.344,2.04179,0.01713,0.0085,0.02923,,0.6289,12,0.636,0.748,0.976,1.75,2.0,3.0,2.0
dialled,TP53,100,45,9.344,6.12996,0.03415,0.01499,0.04734,,0.6889,7,0.6842,0.97,1.0,1.75,6.0,3.0,2.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,2.0,0.0
dialled,TP53,100,45,9.344,0.04629,0.02382,0.01245,0.03299,,0.5978,10,0.614,1.0,1.0,1.94,0.05,2.0,0.0
dialled,TP53,100,45,9.344,0.19537,0.03963,0.02917,0.05316,,0.6889,3,0.766,1.0,1.0,1.94,0.2,2.0,0.0
dialled,TP53,100,45,9.344,0.59808,0.05693,0.04951,0.06934,0.05079,0.7311,0,0.8443,1.0,1.0,1.94,0.6,2.0,0.0
dialled,TP53,100,45,9.344,2.01732,0.1188,0.10069,0.12936,0.107488,0.7933,0,0.8848,0.882,0.914,1.94,2.0,2.0,0.0
dialled,TP53,100,45,9.344,6.08758,0.23268,0.20396,0.24928,0.218992,0.8756,0,0.9105,0.118,0.438,1.94,6.0,2.0,0.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,2.0,1.0
dialled,TP53,100,45,9.344,0.04833,0.01124,0.00224,0.02724,,0.5778,13,0.5718,0.79,0.886,1.78,0.05,2.0,1.0
dialled,TP53,100,45,9.344,0.19945,0.03197,0.02103,0.05108,,0.6667,7,0.6556,0.862,0.872,1.78,0.2,2.0,1.0
dialled,TP53,100,45,9.344,0.60515,0.05722,0.03493,0.07429,,0.6844,2,0.7278,0.384,0.772,1.78,0.6,2.0,1.0
dialled,TP53,100,45,9.344,2.03024,0.07421,0.05691,0.12111,,0.7578,1,0.7924,0.606,0.85,1.78,2.0,2.0,1.0
dialled,TP53,100,45,9.344,6.10995,0.14384,0.10028,0.22519,0.187033,0.8422,0,0.8338,0.46,0.812,1.78,6.0,2.0,1.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,2.0,2.0
dialled,TP53,100,45,9.344,0.05024,-6e-05,-0.00342,0.01025,,0.4844,23,0.5304,0.166,0.234,1.54,0.05,2.0,2.0
dialled,TP53,100,45,9.344,0.20326,0.00943,-0.00178,0.01818,,0.5333,17,0.5626,0.352,0.544,1.54,0.2,2.0,2.0
dialled,TP53,100,45,9.344,0.61174,0.01151,0.00188,0.02697,,0.5667,12,0.5987,0.76,0.896,1.54,0.6,2.0,2.0
dialled,TP53,100,45,9.344,2.04227,0.02211,0.00457,0.02961,,0.6222,12,0.6415,0.584,0.746,1.54,2.0,2.0,2.0
dialled,TP53,100,45,9.344,6.1308,0.03219,0.0249,0.05238,,0.6911,5,0.6925,0.748,0.954,1.54,6.0,2.0,2.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,1.0,0.0
dialled,TP53,100,45,9.344,0.04586,0.01071,0.00577,0.01698,,0.5533,11,0.5914,0.982,1.0,1.0,0.05,1.0,0.0
dialled,TP53,100,45,9.344,0.1945,0.01868,0.01426,0.02786,,0.5756,8,0.6961,0.996,0.996,1.0,0.2,1.0,0.0
dialled,TP53,100,45,9.344,0.59657,0.0271,0.01975,0.03534,,0.5867,9,0.7403,0.232,0.374,1.0,0.6,1.0,0.0
dialled,TP53,100,45,9.344,2.01457,0.04183,0.02176,0.0508,,0.66,6,0.7552,0.052,0.174,1.0,2.0,1.0,0.0
dialled,TP53,100,45,9.344,6.08282,0.04897,0.03518,0.05595,,0.6489,2,0.7557,0.0,0.008,1.0,6.0,1.0,0.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,1.0,1.0
dialled,TP53,100,45,9.344,0.04758,0.00847,-0.00221,0.01808,,0.4978,17,0.5517,0.29,0.558,1.0,0.05,1.0,1.0
dialled,TP53,100,45,9.344,0.19795,0.02438,0.01698,0.03493,,0.5822,8,0.6219,0.82,0.854,1.0,0.2,1.0,1.0
dialled,TP53,100,45,9.344,0.60255,0.02979,0.02678,0.03843,,0.5978,5,0.682,0.704,0.758,1.0,0.6,1.0,1.0
dialled,TP53,100,45,9.344,2.0255,0.03882,0.03071,0.04704,,0.6533,4,0.7275,0.256,0.656,1.0,2.0,1.0,1.0
dialled,TP53,100,45,9.344,6.10174,0.05595,0.0368,0.07019,,0.6533,3,0.745,0.036,0.15,1.0,6.0,1.0,1.0
dialled,TP53,100,45,9.344,-0.00053,-0.00316,-0.00926,0.00185,,0.4467,26,0.4849,0.004,0.04,,0.0,1.0,2.0
dialled,TP53,100,45,9.344,0.04853,1e-05,-0.00441,0.01008,,0.4667,22,0.5222,0.044,0.054,1.0,0.05,1.0,2.0
dialled,TP53,100,45,9.344,0.19984,0.00796,-0.00102,0.0158,,0.5022,18,0.5513,0.462,0.658,1.0,0.2,1.0,2.0
dialled,TP53,100,45,9.344,0.60583,0.01046,0.00071,0.01964,,0.52,16,0.581,0.416,0.552,1.0,0.6,1.0,2.0
dialled,TP53,100,45,9.344,2.03148,0.01726,0.01035,0.02853,,0.5667,14,0.6203,0.614,0.766,1.0,2.0,1.0,2.0
dialled,TP53,100,45,9.344,6.11209,0.02488,0.01773,0.03251,,0.6133,7,0.6647,0.524,0.672,1.0,6.0,1.0,2.0
dialled,KRAS,25,20,37.413,0.00645,-0.0077,-0.01268,0.01216,,0.435,12,0.4842,0.006,0.042,,0.0,-1.0,0.0
dialled,KRAS,25,20,37.413,0.0532,0.03846,0.02644,0.04678,,0.665,1,0.6671,0.764,0.99,18.01,0.05,-1.0,0.0
dialled,KRAS,25,20,37.413,0.19854,0.18552,0.17115,0.19244,0.178651,0.99,0,0.9461,1.0,1.0,18.01,0.2,-1.0,0.0
dialled,KRAS,25,20,37.413,0.58914,0.56518,0.55441,0.57693,0.563903,1.0,0,0.9992,0.0,0.0,18.01,0.6,-1.0,0.0
dialled,KRAS,25,20,37.413,1.96198,1.85547,1.83774,1.87253,1.852619,1.0,0,1.0,0.0,0.0,18.01,2.0,-1.0,0.0
dialled,KRAS,25,20,37.413,5.89336,5.45471,5.3678,5.4839,5.435569,1.0,0,1.0,0.0,0.0,18.01,6.0,-1.0,0.0
dialled,KRAS,25,20,37.413,0.00645,-0.0077,-0.01268,0.01216,,0.435,12,0.4842,0.006,0.042,,0.0,-1.0,1.0
