gene,arm,method,K,n_var,pds,ci_lo,ci_hi
KRAS,random,GBoost-esm+theta,5,51,0.48498,0.43505,0.53337
KRAS,random,GBoost-esm+theta,10,51,0.48477,0.43215,0.53471
KRAS,random,GBoost-esm+theta,20,51,0.48444,0.43481,0.53343
KRAS,random,GBoost-esm+theta,25,51,0.485,0.43342,0.53609
KRAS,random,GBoost-esm+theta,45,51,0.48466,0.43376,0.53897
KRAS,random,GBoost-esm+theta,90,51,0.48468,0.43133,0.53418
KRAS,random,GBoost-esm+theta,92,51,0.48469,0.43367,0.53773
KRAS,random,GBoost-theta,5,51,0.48142,0.43142,0.53086
KRAS,random,GBoost-theta,10,51,0.48072,0.4294,0.53409
KRAS,random,GBoost-theta,20,51,0.48096,0.42931,0.53509
KRAS,random,GBoost-theta,25,51,0.48058,0.43101,0.53059
KRAS,random,GBoost-theta,45,51,0.4808,0.42894,0.5311
KRAS,random,GBoost-theta,90,51,0.48079,0.43174,0.52974
KRAS,random,GBoost-theta,92,51,0.48077,0.42659,0.52963
KRAS,random,Gene-mean,5,51,0.48893,0.43568,0.54232
KRAS,random,Gene-mean,10,51,0.48868,0.43288,0.54187
KRAS,random,Gene-mean,20,51,0.48788,0.43133,0.54389
KRAS,random,Gene-mean,25,51,0.48909,0.43273,0.54219
KRAS,random,Gene-mean,45,51,0.48815,0.43207,0.54218
KRAS,random,Gene-mean,90,51,0.4883,0.43022,0.5425
KRAS,random,Gene-mean,92,51,0.48833,0.42987,0.54451
KRAS,random,KNN-esm,5,51,0.48902,0.43657,0.54209
KRAS,random,KNN-esm,10,51,0.48849,0.43511,0.54069
KRAS,random,KNN-esm,20,51,0.48806,0.43055,0.54011
KRAS,random,KNN-esm,25,51,0.48759,0.43532,0.54089
KRAS,random,KNN-esm,45,51,0.48824,0.43227,0.54002
KRAS,random,KNN-esm,90,51,0.48834,0.43317,0.541
KRAS,random,KNN-esm,92,51,0.4883,0.43151,0.5405
KRAS,random,KNN-esm+theta,5,51,0.50436,0.44708,0.56111
KRAS,random,KNN-esm+theta,10,51,0.50548,0.44871,0.56332
KRAS,random,KNN-esm+theta,20,51,0.50533,0.44472,0.56503
KRAS,random,KNN-esm+theta,25,51,0.5055,0.44864,0.56066
KRAS,random,KNN-esm+theta,45,51,0.50572,0.44854,0.56506
KRAS,random,KNN-esm+theta,90,51,0.50566,0.44828,0.56503
KRAS,random,KNN-esm+theta,92,51,0.50567,0.44479,0.5629
KRAS,random,KNN-theta,5,51,0.50005,0.44047,0.55434
KRAS,random,KNN-theta,10,51,0.50007,0.44448,0.55867
KRAS,random,KNN-theta,20,51,0.49983,0.4441,0.55542
KRAS,random,KNN-theta,25,51,0.49931,0.4421,0.55703
KRAS,random,KNN-theta,45,51,0.49975,0.44629,0.55497
KRAS,random,KNN-theta,90,51,0.49943,0.44249,0.55685
KRAS,random,KNN-theta,92,51,0.49941,0.44153,0.55521
KRAS,random,Lasso-esm,5,51,0.48859,0.43176,0.54113
KRAS,random,Lasso-esm,10,51,0.48734,0.432,0.54287
KRAS,random,Lasso-esm,20,51,0.48813,0.42941,0.54536
KRAS,random,Lasso-esm,25,51,0.48831,0.43387,0.54367
KRAS,random,Lasso-esm,45,51,0.48839,0.43283,0.54288
KRAS,random,Lasso-esm,90,51,0.48837,0.43338,0.54448
KRAS,random,Lasso-esm,92,51,0.48833,0.43228,0.54165
KRAS,random,Lasso-esm+theta,5,51,0.48894,0.43342,0.54251
KRAS,random,Lasso-esm+theta,10,51,0.48763,0.43336,0.5417
KRAS,random,Lasso-esm+theta,20,51,0.48871,0.43341,0.54401
KRAS,random,Lasso-esm+theta,25,51,0.48905,0.43204,0.54359
KRAS,random,Lasso-esm+theta,45,51,0.48919,0.4339,0.543
KRAS,random,Lasso-esm+theta,90,51,0.48881,0.43307,0.54345
KRAS,random,Lasso-esm+theta,92,51,0.48885,0.43325,0.5425
KRAS,random,Lasso-theta,5,51,0.48828,0.43449,0.53903
KRAS,random,Lasso-theta,10,51,0.48898,0.43189,0.53956
KRAS,random,Lasso-theta,20,51,0.48847,0.42911,0.54562
KRAS,random,Lasso-theta,25,51,0.48894,0.43531,0.5443
KRAS,random,Lasso-theta,45,51,0.48863,0.43242,0.54331
KRAS,random,Lasso-theta,90,51,0.48886,0.43175,0.54434
KRAS,random,Lasso-theta,92,51,0.48885,0.43138,0.54098
KRAS,random,MLP-esm,5,51,0.48702,0.42794,0.54373
KRAS,random,MLP-esm,10,51,0.48801,0.43047,0.54379
KRAS,random,MLP-esm,20,51,0.48684,0.4341,0.54497
KRAS,random,MLP-esm,25,51,0.48655,0.43027,0.54083
KRAS,random,MLP-esm,45,51,0.48689,0.43003,0.54078
KRAS,random,MLP-esm,90,51,0.48697,0.43198,0.54379
KRAS,random,MLP-esm,92,51,0.48697,0.43204,0.54547
KRAS,random,MLP-esm+theta,5,51,0.48548,0.42935,0.54127
KRAS,random,MLP-esm+theta,10,51,0.48573,0.42521,0.53989
KRAS,random,MLP-esm+theta,20,51,0.48444,0.43002,0.5402
KRAS,random,MLP-esm+theta,25,51,0.4846,0.42704,0.541
KRAS,random,MLP-esm+theta,45,51,0.48428,0.42584,0.53919
KRAS,random,MLP-esm+theta,90,51,0.48421,0.42838,0.53464
KRAS,random,MLP-esm+theta,92,51,0.48423,0.42906,0.54032
KRAS,random,MLP-theta,5,51,0.49071,0.43672,0.54856
KRAS,random,MLP-theta,10,51,0.48975,0.43235,0.54728
KRAS,random,MLP-theta,20,51,0.48967,0.43426,0.54554
KRAS,random,MLP-theta,25,51,0.48981,0.43418,0.54612
KRAS,random,MLP-theta,45,51,0.4899,0.43436,0.54445
KRAS,random,MLP-theta,90,51,0.48972,0.43458,0.54324
KRAS,random,MLP-theta,92,51,0.48971,0.43495,0.54808
KRAS,random,PerturbNet,5,51,0.54148,0.48588,0.59679
KRAS,random,PerturbNet,10,51,0.54297,0.48704,0.59584
KRAS,random,PerturbNet,20,51,0.54289,0.48802,0.59693
KRAS,random,PerturbNet,25,51,0.54241,0.4884,0.59664
KRAS,random,PerturbNet,45,51,0.54287,0.48528,0.59715
KRAS,random,PerturbNet,90,51,0.54308,0.48549,0.59764
KRAS,random,PerturbNet,92,51,0.54305,0.48689,0.59685
KRAS,random,RF-esm,5,51,0.48228,0.42823,0.5359
KRAS,random,RF-esm,10,51,0.48335,0.43127,0.53574
KRAS,random,RF-esm,20,51,0.48395,0.42869,0.5369
KRAS,random,RF-esm,25,51,0.48358,0.42897,0.53587
KRAS,random,RF-esm,45,51,0.48349,0.43306,0.5355
KRAS,random,RF-esm,90,51,0.48368,0.42987,0.53716
KRAS,random,RF-esm,92,51,0.48366,0.4258,0.53653
KRAS,random,RF-esm+theta,5,51,0.48349,0.42727,0.53898
KRAS,random,RF-esm+theta,10,51,0.48541,0.43156,0.53835
KRAS,random,RF-esm+theta,20,51,0.4856,0.43297,0.53854
KRAS,random,RF-esm+theta,25,51,0.48456,0.43166,0.5365
KRAS,random,RF-esm+theta,45,51,0.48478,0.43032,0.54071
KRAS,random,RF-esm+theta,90,51,0.48522,0.42963,0.53556
KRAS,random,RF-esm+theta,92,51,0.48517,0.43153,0.53762
KRAS,random,RF-theta,5,51,0.48022,0.42378,0.53142
KRAS,random,RF-theta,10,51,0.47792,0.42703,0.53087
KRAS,random,RF-theta,20,51,0.47976,0.42793,0.53
KRAS,random,RF-theta,25,51,0.479,0.42558,0.53078
KRAS,random,RF-theta,45,51,0.47898,0.42687,0.53158
KRAS,random,RF-theta,90,51,0.47883,0.42429,0.5276
KRAS,random,RF-theta,92,51,0.47887,0.4263,0.53117
KRAS,random,Ridge-esm,5,51,0.48656,0.43195,0.54132
KRAS,random,Ridge-esm,10,51,0.48737,0.43324,0.53953
KRAS,random,Ridge-esm,20,51,0.48758,0.43336,0.54231
KRAS,random,Ridge-esm,25,51,0.48675,0.43269,0.54171
KRAS,random,Ridge-esm,45,51,0.48685,0.4302,0.54034
KRAS,random,Ridge-esm,90,51,0.48713,0.43232,0.54079
KRAS,random,Ridge-esm,92,51,0.48711,0.43226,0.54015
KRAS,random,Ridge-esm+theta,5,51,0.48443,0.43166,0.53674
KRAS,random,Ridge-esm+theta,10,51,0.4839,0.43178,0.53593
KRAS,random,Ridge-esm+theta,20,51,0.48435,0.42879,0.53735
KRAS,random,Ridge-esm+theta,25,51,0.48378,0.42952,0.53535
KRAS,random,Ridge-esm+theta,45,51,0.48362,0.42895,0.53554
KRAS,random,Ridge-esm+theta,90,51,0.48385,0.43258,0.53564
KRAS,random,Ridge-esm+theta,92,51,0.48392,0.43072,0.53448
KRAS,random,Ridge-theta,5,51,0.487,0.43246,0.54227
KRAS,random,Ridge-theta,10,51,0.48779,0.43392,0.54027
KRAS,random,Ridge-theta,20,51,0.48688,0.43311,0.53834
KRAS,random,Ridge-theta,25,51,0.48723,0.43676,0.54347
KRAS,random,Ridge-theta,45,51,0.48664,0.43412,0.53941
KRAS,random,Ridge-theta,90,51,0.48684,0.43008,0.53934
KRAS,random,Ridge-theta,92,51,0.48683,0.43048,0.5398
KRAS,random,WT-null,5,51,0.5,0.5,0.5
KRAS,random,WT-null,10,51,0.5,0.5,0.5
KRAS,random,WT-null,20,51,0.5,0.5,0.5
KRAS,random,WT-null,25,51,0.5,0.5,0.5
KRAS,random,WT-null,45,51,0.5,0.5,0.5
KRAS,random,WT-null,90,51,0.5,0.5,0.5
KRAS,random,WT-null,92,51,0.5,0.5,0.5
KRAS,random,scGen,5,51,0.46731,0.41439,0.52003
KRAS,random,scGen,10,51,0.46606,0.41596,0.52047
KRAS,random,scGen,20,51,0.46575,0.41354,0.51916
KRAS,random,scGen,25,51,0.46548,0.41392,0.51732
KRAS,random,scGen,45,51,0.46605,0.41586,0.52127
KRAS,random,scGen,90,51,0.46599,0.41578,0.51539
KRAS,random,scGen,92,51,0.46602,0.41691,0.52035
KRAS,random,scVIDR,5,51,0.47105,0.42012,0.52178
KRAS,random,scVIDR,10,51,0.47165,0.42119,0.52576
KRAS,random,scVIDR,20,51,0.4718,0.42149,0.52568
KRAS,random,scVIDR,25,51,0.47161,0.41915,0.52535
KRAS,random,scVIDR,45,51,0.47206,0.42332,0.5224
KRAS,random,scVIDR,90,51,0.47182,0.42154,0.52488
KRAS,random,scVIDR,92,51,0.47184,0.42317,0.52389
KRAS,random,split-half measurement,5,51,0.48164,0.43574,0.52997
KRAS,random,split-half measurement,10,51,0.48021,0.43083,0.52792
KRAS,random,split-half measurement,20,51,0.48117,0.43064,0.53129
KRAS,random,split-half measurement,25,51,0.48136,0.43141,0.53151
KRAS,random,split-half measurement,45,51,0.48087,0.43242,0.5311
KRAS,random,split-half measurement,90,51,0.48112,0.43083,0.53118
KRAS,random,split-half measurement,92,51,0.48112,0.43124,0.5315
TP53,hard,Biolord,5,59,0.38743,0.33304,0.43542
TP53,hard,Biolord,10,59,0.38348,0.33132,0.43385
TP53,hard,Biolord,20,59,0.38646,0.33585,0.43657
TP53,hard,Biolord,25,59,0.38632,0.33696,0.43281
TP53,hard,Biolord,45,59,0.39853,0.34621,0.44807
TP53,hard,Biolord,90,59,0.46143,0.40826,0.51139
TP53,hard,Biolord,98,59,0.48081,0.4287,0.5281
TP53,hard,CellFlow,5,59,0.42432,0.36377,0.47672
TP53,hard,CellFlow,10,59,0.43255,0.37692,0.48763
TP53,hard,CellFlow,20,59,0.4366,0.38357,0.48884
TP53,hard,CellFlow,25,59,0.44119,0.3914,0.49096
TP53,hard,CellFlow,45,59,0.46139,0.41248,0.5075
TP53,hard,CellFlow,90,59,0.51177,0.46256,0.55921
TP53,hard,CellFlow,98,59,0.52543,0.47894,0.56894
TP53,hard,GBoost-esm,5,59,0.33032,0.27339,0.38621
TP53,hard,GBoost-esm,10,59,0.32858,0.27516,0.38481
TP53,hard,GBoost-esm,20,59,0.33602,0.28559,0.38678
TP53,hard,GBoost-esm,25,59,0.33701,0.28223,0.38802
TP53,hard,GBoost-esm,45,59,0.35717,0.30438,0.41056
TP53,hard,GBoost-esm,90,59,0.4665,0.40971,0.52137
TP53,hard,GBoost-esm,98,59,0.4951,0.43626,0.55053
TP53,hard,GBoost-esm+theta,5,59,0.33018,0.27528,0.38602
TP53,hard,GBoost-esm+theta,10,59,0.32891,0.27769,0.38204
TP53,hard,GBoost-esm+theta,20,59,0.33422,0.28181,0.38486
TP53,hard,GBoost-esm+theta,25,59,0.33424,0.28234,0.38439
TP53,hard,GBoost-esm+theta,45,59,0.35377,0.29821,0.40515
TP53,hard,GBoost-esm+theta,90,59,0.46259,0.40701,0.51636
TP53,hard,GBoost-esm+theta,98,59,0.49125,0.43554,0.54544
TP53,hard,GBoost-theta,5,59,0.32639,0.27199,0.38156
TP53,hard,GBoost-theta,10,59,0.3271,0.27627,0.38098
TP53,hard,GBoost-theta,20,59,0.33329,0.2802,0.38803
TP53,hard,GBoost-theta,25,59,0.33466,0.27922,0.38847
TP53,hard,GBoost-theta,45,59,0.34998,0.2942,0.40836
TP53,hard,GBoost-theta,90,59,0.4521,0.3993,0.50426
TP53,hard,GBoost-theta,98,59,0.48097,0.42554,0.53706
TP53,hard,Gene-mean,5,59,0.3185,0.26351,0.37451
TP53,hard,Gene-mean,10,59,0.31014,0.2578,0.36449
TP53,hard,Gene-mean,20,59,0.31707,0.26343,0.3721
TP53,hard,Gene-mean,25,59,0.31822,0.2617,0.36984
TP53,hard,Gene-mean,45,59,0.33883,0.28623,0.39056
TP53,hard,Gene-mean,90,59,0.45652,0.4002,0.51101
TP53,hard,Gene-mean,98,59,0.4887,0.43167,0.54409
TP53,hard,KNN-esm,5,59,0.32858,0.27024,0.38423
TP53,hard,KNN-esm,10,59,0.32521,0.27231,0.37969
TP53,hard,KNN-esm,20,59,0.33384,0.27949,0.38644
TP53,hard,KNN-esm,25,59,0.33548,0.27976,0.38779
TP53,hard,KNN-esm,45,59,0.35555,0.30135,0.40888
TP53,hard,KNN-esm,90,59,0.46075,0.40571,0.51403
TP53,hard,KNN-esm,98,59,0.49168,0.43972,0.54236
TP53,hard,KNN-esm+theta,5,59,0.31959,0.26585,0.37515
TP53,hard,KNN-esm+theta,10,59,0.31816,0.26742,0.37213
TP53,hard,KNN-esm+theta,20,59,0.32195,0.26973,0.37287
TP53,hard,KNN-esm+theta,25,59,0.32227,0.27002,0.37762
TP53,hard,KNN-esm+theta,45,59,0.34192,0.289,0.39561
TP53,hard,KNN-esm+theta,90,59,0.44869,0.39155,0.50328
TP53,hard,KNN-esm+theta,98,59,0.47762,0.41849,0.53048
TP53,hard,KNN-theta,5,59,0.31613,0.25747,0.37059
TP53,hard,KNN-theta,10,59,0.31474,0.26167,0.3705
TP53,hard,KNN-theta,20,59,0.31871,0.26579,0.36934
TP53,hard,KNN-theta,25,59,0.31917,0.26577,0.37382
TP53,hard,KNN-theta,45,59,0.33888,0.28688,0.39315
TP53,hard,KNN-theta,90,59,0.44617,0.38569,0.50004
TP53,hard,KNN-theta,98,59,0.47538,0.41915,0.53252
TP53,hard,Lasso-esm,5,59,0.3185,0.26265,0.37811
TP53,hard,Lasso-esm,10,59,0.31014,0.26094,0.36479
TP53,hard,Lasso-esm,20,59,0.31707,0.26901,0.37264
TP53,hard,Lasso-esm,25,59,0.31822,0.26463,0.37186
TP53,hard,Lasso-esm,45,59,0.33883,0.28353,0.39504
TP53,hard,Lasso-esm,90,59,0.45652,0.39743,0.51213
TP53,hard,Lasso-esm,98,59,0.4887,0.43194,0.54381
TP53,hard,Lasso-esm+theta,5,59,0.31954,0.26393,0.37331
TP53,hard,Lasso-esm+theta,10,59,0.31131,0.25898,0.36697
TP53,hard,Lasso-esm+theta,20,59,0.31821,0.26494,0.37158
TP53,hard,Lasso-esm+theta,25,59,0.31945,0.26711,0.373
TP53,hard,Lasso-esm+theta,45,59,0.33984,0.28578,0.39281
TP53,hard,Lasso-esm+theta,90,59,0.4578,0.40184,0.51232
TP53,hard,Lasso-esm+theta,98,59,0.48971,0.43433,0.54587
TP53,hard,Lasso-theta,5,59,0.31954,0.26332,0.37604
TP53,hard,Lasso-theta,10,59,0.31131,0.26122,0.366
TP53,hard,Lasso-theta,20,59,0.31821,0.26385,0.37176
TP53,hard,Lasso-theta,25,59,0.31945,0.26846,0.37262
TP53,hard,Lasso-theta,45,59,0.33984,0.28418,0.39468
TP53,hard,Lasso-theta,90,59,0.4578,0.39911,0.51163
TP53,hard,Lasso-theta,98,59,0.48971,0.43508,0.54539
TP53,hard,MLP-esm,5,59,0.32352,0.26717,0.38129
TP53,hard,MLP-esm,10,59,0.31467,0.26296,0.36935
TP53,hard,MLP-esm,20,59,0.31949,0.26851,0.3744
TP53,hard,MLP-esm,25,59,0.32032,0.26886,0.37546
TP53,hard,MLP-esm,45,59,0.33838,0.28716,0.39049
TP53,hard,MLP-esm,90,59,0.4563,0.40027,0.51123
TP53,hard,MLP-esm,98,59,0.4882,0.43083,0.54212
TP53,hard,MLP-esm+theta,5,59,0.32841,0.27152,0.38705
TP53,hard,MLP-esm+theta,10,59,0.3194,0.26734,0.37466
TP53,hard,MLP-esm+theta,20,59,0.32444,0.27133,0.37537
TP53,hard,MLP-esm+theta,25,59,0.32553,0.27143,0.3842
TP53,hard,MLP-esm+theta,45,59,0.3443,0.29144,0.401
TP53,hard,MLP-esm+theta,90,59,0.46046,0.40545,0.51501
TP53,hard,MLP-esm+theta,98,59,0.49187,0.43382,0.54463
TP53,hard,MLP-theta,5,59,0.33107,0.27617,0.38603
TP53,hard,MLP-theta,10,59,0.32699,0.27497,0.38027
TP53,hard,MLP-theta,20,59,0.32931,0.27714,0.38251
TP53,hard,MLP-theta,25,59,0.33006,0.27957,0.38241
TP53,hard,MLP-theta,45,59,0.34908,0.2962,0.4023
TP53,hard,MLP-theta,90,59,0.46175,0.40599,0.51409
TP53,hard,MLP-theta,98,59,0.4926,0.43615,0.54619
TP53,hard,PerturbNet,5,59,0.50454,0.45042,0.55829
TP53,hard,PerturbNet,10,59,0.51065,0.45876,0.56301
TP53,hard,PerturbNet,20,59,0.50989,0.45835,0.55991
TP53,hard,PerturbNet,25,59,0.50976,0.46304,0.55953
TP53,hard,PerturbNet,45,59,0.51587,0.4655,0.56365
TP53,hard,PerturbNet,90,59,0.52167,0.47353,0.56886
TP53,hard,PerturbNet,98,59,0.52483,0.47619,0.57168
TP53,hard,RF-esm,5,59,0.32608,0.27048,0.38166
TP53,hard,RF-esm,10,59,0.3187,0.26406,0.37137
TP53,hard,RF-esm,20,59,0.32264,0.27082,0.37716
TP53,hard,RF-esm,25,59,0.32258,0.27059,0.37561
TP53,hard,RF-esm,45,59,0.34388,0.28727,0.39665
TP53,hard,RF-esm,90,59,0.46054,0.40335,0.51908
TP53,hard,RF-esm,98,59,0.49136,0.43783,0.54705
TP53,hard,RF-esm+theta,5,59,0.32006,0.26341,0.37336
TP53,hard,RF-esm+theta,10,59,0.31363,0.26127,0.37091
TP53,hard,RF-esm+theta,20,59,0.31793,0.26578,0.3702
TP53,hard,RF-esm+theta,25,59,0.31849,0.26449,0.36984
TP53,hard,RF-esm+theta,45,59,0.33825,0.28468,0.3929
TP53,hard,RF-esm+theta,90,59,0.45556,0.39904,0.51277
TP53,hard,RF-esm+theta,98,59,0.48709,0.42846,0.54193
TP53,hard,RF-theta,5,59,0.32578,0.26749,0.38125
TP53,hard,RF-theta,10,59,0.31992,0.26367,0.37425
TP53,hard,RF-theta,20,59,0.32372,0.27047,0.37955
TP53,hard,RF-theta,25,59,0.32529,0.27262,0.37838
TP53,hard,RF-theta,45,59,0.34387,0.2917,0.39627
TP53,hard,RF-theta,90,59,0.45626,0.39755,0.51729
TP53,hard,RF-theta,98,59,0.48731,0.43118,0.54181
TP53,hard,Ridge-esm,5,59,0.31839,0.26219,0.37389
TP53,hard,Ridge-esm,10,59,0.30976,0.25705,0.36339
TP53,hard,Ridge-esm,20,59,0.31668,0.26516,0.3684
TP53,hard,Ridge-esm,25,59,0.31784,0.26579,0.37114
TP53,hard,Ridge-esm,45,59,0.3383,0.28513,0.39146
TP53,hard,Ridge-esm,90,59,0.45627,0.39706,0.50938
TP53,hard,Ridge-esm,98,59,0.48844,0.43109,0.5422
TP53,hard,Ridge-esm+theta,5,59,0.32488,0.27236,0.37877
TP53,hard,Ridge-esm+theta,10,59,0.31933,0.26985,0.37437
TP53,hard,Ridge-esm+theta,20,59,0.32538,0.27388,0.37924
TP53,hard,Ridge-esm+theta,25,59,0.32699,0.27627,0.37842
TP53,hard,Ridge-esm+theta,45,59,0.34701,0.29344,0.40014
TP53,hard,Ridge-esm+theta,90,59,0.45739,0.39953,0.51119
TP53,hard,Ridge-esm+theta,98,59,0.48789,0.43304,0.53889
TP53,hard,Ridge-theta,5,59,0.32538,0.27066,0.37981
TP53,hard,Ridge-theta,10,59,0.32018,0.26661,0.37526
TP53,hard,Ridge-theta,20,59,0.32625,0.27367,0.38008
TP53,hard,Ridge-theta,25,59,0.32758,0.27838,0.38087
TP53,hard,Ridge-theta,45,59,0.34754,0.29406,0.40149
TP53,hard,Ridge-theta,90,59,0.45776,0.40045,0.51307
TP53,hard,Ridge-theta,98,59,0.48829,0.43245,0.54319
TP53,hard,WT-null,5,59,0.5,0.5,0.5
TP53,hard,WT-null,10,59,0.5,0.5,0.5
TP53,hard,WT-null,20,59,0.5,0.5,0.5
TP53,hard,WT-null,25,59,0.5,0.5,0.5
TP53,hard,WT-null,45,59,0.5,0.5,0.5
TP53,hard,WT-null,90,59,0.5,0.5,0.5
TP53,hard,WT-null,98,59,0.5,0.5,0.5
TP53,hard,scGen,5,59,0.33291,0.27891,0.38889
TP53,hard,scGen,10,59,0.33041,0.27968,0.38564
TP53,hard,scGen,20,59,0.33627,0.28511,0.38592
TP53,hard,scGen,25,59,0.33944,0.2872,0.39226
TP53,hard,scGen,45,59,0.36242,0.30786,0.41445
TP53,hard,scGen,90,59,0.47429,0.42026,0.5286
TP53,hard,scGen,98,59,0.50314,0.45111,0.55582
TP53,hard,scVIDR,5,59,0.35657,0.29946,0.4193
TP53,hard,scVIDR,10,59,0.35027,0.29824,0.40786
TP53,hard,scVIDR,20,59,0.35308,0.30022,0.40925
TP53,hard,scVIDR,25,59,0.35514,0.30095,0.40969
TP53,hard,scVIDR,45,59,0.37152,0.31488,0.42732
TP53,hard,scVIDR,90,59,0.47027,0.41691,0.52443
TP53,hard,scVIDR,98,59,0.49713,0.44523,0.54774
TP53,hard,split-half measurement,5,59,0.50424,0.46864,0.5404
TP53,hard,split-half measurement,10,59,0.49328,0.45976,0.52869
TP53,hard,split-half measurement,20,59,0.49034,0.45852,0.52574
TP53,hard,split-half measurement,25,59,0.48413,0.45244,0.51733
TP53,hard,split-half measurement,45,59,0.47786,0.44373,0.5117
TP53,hard,split-half measurement,90,59,0.47411,0.44103,0.50713
TP53,hard,split-half measurement,98,59,0.47222,0.44007,0.50361
TP53,random,Biolord,5,59,0.45569,0.40367,0.50976
TP53,random,Biolord,10,59,0.45525,0.39996,0.51007
TP53,random,Biolord,20,59,0.45588,0.40173,0.51089
TP53,random,Biolord,25,59,0.45608,0.4001,0.51149
TP53,random,Biolord,45,59,0.45571,0.40315,0.51213
TP53,random,Biolord,90,59,0.45572,0.40261,0.5114
TP53,random,Biolord,98,59,0.45567,0.40141,0.50845
TP53,random,CellFlow,5,59,0.51531,0.45865,0.56957
TP53,random,CellFlow,10,59,0.51528,0.45895,0.57175
TP53,random,CellFlow,20,59,0.516,0.46404,0.57097
TP53,random,CellFlow,25,59,0.5157,0.46207,0.56885
TP53,random,CellFlow,45,59,0.51596,0.4617,0.57257
TP53,random,CellFlow,90,59,0.51574,0.46122,0.57105
TP53,random,CellFlow,98,59,0.51571,0.46217,0.57061
TP53,random,GBoost-esm,5,59,0.47613,0.42454,0.52594
TP53,random,GBoost-esm,10,59,0.47539,0.42435,0.5251
TP53,random,GBoost-esm,20,59,0.47425,0.4251,0.52511
TP53,random,GBoost-esm,25,59,0.4749,0.42313,0.5241
TP53,random,GBoost-esm,45,59,0.47449,0.42549,0.5239
TP53,random,GBoost-esm,90,59,0.47454,0.42348,0.52418
TP53,random,GBoost-esm,98,59,0.4746,0.42447,0.5237
TP53,random,GBoost-esm+theta,5,59,0.46827,0.41773,0.51769
TP53,random,GBoost-esm+theta,10,59,0.46828,0.41714,0.51543
TP53,random,GBoost-esm+theta,20,59,0.46881,0.41495,0.51742
TP53,random,GBoost-esm+theta,25,59,0.46932,0.42242,0.52026
TP53,random,GBoost-esm+theta,45,59,0.46898,0.41879,0.51857
TP53,random,GBoost-esm+theta,90,59,0.46896,0.41966,0.51959
TP53,random,GBoost-esm+theta,98,59,0.46903,0.42131,0.52057
TP53,random,GBoost-theta,5,59,0.46431,0.40842,0.52184
TP53,random,GBoost-theta,10,59,0.46358,0.4055,0.51694
TP53,random,GBoost-theta,20,59,0.46385,0.40732,0.51938
TP53,random,GBoost-theta,25,59,0.46386,0.41202,0.52001
TP53,random,GBoost-theta,45,59,0.46395,0.40969,0.51914
TP53,random,GBoost-theta,90,59,0.46389,0.40976,0.52035
TP53,random,GBoost-theta,98,59,0.46388,0.40904,0.51723
TP53,random,Gene-mean,5,59,0.43775,0.38267,0.49531
TP53,random,Gene-mean,10,59,0.43825,0.38165,0.49676
TP53,random,Gene-mean,20,59,0.43783,0.38032,0.49416
TP53,random,Gene-mean,25,59,0.43814,0.38283,0.49474
TP53,random,Gene-mean,45,59,0.43844,0.38023,0.49171
TP53,random,Gene-mean,90,59,0.43828,0.38204,0.49499
TP53,random,Gene-mean,98,59,0.43837,0.38317,0.4945
TP53,random,KNN-esm,5,59,0.47033,0.42101,0.51576
TP53,random,KNN-esm,10,59,0.47127,0.42469,0.5207
TP53,random,KNN-esm,20,59,0.47206,0.42464,0.51896
TP53,random,KNN-esm,25,59,0.47146,0.42042,0.51815
TP53,random,KNN-esm,45,59,0.47145,0.4231,0.51838
TP53,random,KNN-esm,90,59,0.47171,0.4245,0.51847
TP53,random,KNN-esm,98,59,0.47165,0.42436,0.52025
TP53,random,KNN-esm+theta,5,59,0.43781,0.38097,0.49761
TP53,random,KNN-esm+theta,10,59,0.43861,0.38075,0.50021
TP53,random,KNN-esm+theta,20,59,0.43706,0.38031,0.49276
TP53,random,KNN-esm+theta,25,59,0.43799,0.38254,0.4934
TP53,random,KNN-esm+theta,45,59,0.43784,0.38382,0.49388
TP53,random,KNN-esm+theta,90,59,0.43772,0.38303,0.49636
TP53,random,KNN-esm+theta,98,59,0.43771,0.38252,0.49701
TP53,random,KNN-theta,5,59,0.43581,0.37956,0.49376
TP53,random,KNN-theta,10,59,0.43674,0.37734,0.48963
TP53,random,KNN-theta,20,59,0.43602,0.38008,0.4909
TP53,random,KNN-theta,25,59,0.43563,0.38111,0.49402
TP53,random,KNN-theta,45,59,0.43608,0.37897,0.49401
TP53,random,KNN-theta,90,59,0.43607,0.379,0.49317
TP53,random,KNN-theta,98,59,0.43599,0.3782,0.49357
TP53,random,Lasso-esm,5,59,0.4386,0.38409,0.49533
TP53,random,Lasso-esm,10,59,0.43876,0.38139,0.49943
TP53,random,Lasso-esm,20,59,0.43799,0.38098,0.49647
TP53,random,Lasso-esm,25,59,0.4389,0.38289,0.49677
TP53,random,Lasso-esm,45,59,0.43811,0.37861,0.49329
TP53,random,Lasso-esm,90,59,0.43829,0.38099,0.49473
TP53,random,Lasso-esm,98,59,0.43837,0.38337,0.49608
TP53,random,Lasso-esm+theta,5,59,0.43914,0.38479,0.49493
TP53,random,Lasso-esm+theta,10,59,0.43954,0.38062,0.49677
TP53,random,Lasso-esm+theta,20,59,0.43897,0.38418,0.49651
TP53,random,Lasso-esm+theta,25,59,0.43927,0.38216,0.49448
TP53,random,Lasso-esm+theta,45,59,0.43911,0.38169,0.49414
