gene,method,split,stratum,n_pairs,accuracy,ci_lo,ci_hi,n_refused,n_predicted
GATA1,MLP-esm,split5,unresolvable,904,0.53046,0.5115,0.54868,0,45
GATA1,MLP-esm,split5,resolvable_xfit,93,0.43952,0.36828,0.51075,0,45
GATA1,MLP-esm,split5,unresolvable_xfit,897,0.52048,0.5,0.54028,0,45
GATA1,MLP-esm,split6,all,1326,0.47959,0.4641,0.49517,0,52
GATA1,MLP-esm,split6,resolvable,44,0.66061,0.56061,0.75303,0,52
GATA1,MLP-esm,split6,unresolvable,1282,0.47337,0.45793,0.48918,0,52
GATA1,MLP-esm,split6,resolvable_xfit,45,0.61389,0.51111,0.71667,0,52
GATA1,MLP-esm,split6,unresolvable_xfit,1281,0.45999,0.44272,0.47699,0,52
GATA1,MLP-theta,split1,all,1326,0.51212,0.49474,0.52831,0,52
GATA1,MLP-theta,split1,resolvable,44,0.80227,0.68407,0.90458,0,52
GATA1,MLP-theta,split1,unresolvable,1282,0.50216,0.48437,0.51864,0,52
GATA1,MLP-theta,split1,resolvable_xfit,45,0.78056,0.66944,0.88611,0,52
GATA1,MLP-theta,split1,unresolvable_xfit,1281,0.51064,0.49288,0.5284,0,52
GATA1,MLP-theta,split2,all,8001,0.54222,0.53509,0.54947,0,127
GATA1,MLP-theta,split2,resolvable,346,0.71599,0.67235,0.75656,0,127
GATA1,MLP-theta,split2,unresolvable,7655,0.53437,0.52704,0.54152,0,127
GATA1,MLP-theta,split2,resolvable_xfit,340,0.7375,0.69595,0.77831,0,127
GATA1,MLP-theta,split2,unresolvable_xfit,7661,0.5403,0.53297,0.54777,0,127
GATA1,MLP-theta,split3,all,496,0.49261,0.4633,0.52312,0,32
GATA1,MLP-theta,split3,resolvable,40,0.4425,0.29583,0.57671,0,32
GATA1,MLP-theta,split3,unresolvable,456,0.497,0.46652,0.52573,0,32
GATA1,MLP-theta,split3,resolvable_xfit,34,0.39706,0.25368,0.54779,0,32
GATA1,MLP-theta,split3,unresolvable_xfit,462,0.51677,0.48538,0.54763,0,32
GATA1,MLP-theta,split5,all,990,0.51158,0.49091,0.53195,0,45
GATA1,MLP-theta,split5,resolvable,86,0.55465,0.46899,0.63881,0,45
GATA1,MLP-theta,split5,unresolvable,904,0.50749,0.48709,0.52821,0,45
GATA1,MLP-theta,split5,resolvable_xfit,93,0.55376,0.47043,0.63844,0,45
GATA1,MLP-theta,split5,unresolvable_xfit,897,0.50975,0.48788,0.53052,0,45
GATA1,MLP-theta,split6,all,1326,0.51212,0.49527,0.52889,0,52
GATA1,MLP-theta,split6,resolvable,44,0.80227,0.68864,0.90835,0,52
GATA1,MLP-theta,split6,unresolvable,1282,0.50216,0.48598,0.51883,0,52
GATA1,MLP-theta,split6,resolvable_xfit,45,0.78056,0.66389,0.88333,0,52
GATA1,MLP-theta,split6,unresolvable_xfit,1281,0.51064,0.49355,0.52879,0,52
GATA1,PerturbNet,split1,all,1326,0.51116,0.49432,0.5277,0,52
GATA1,PerturbNet,split1,resolvable,44,0.72424,0.59996,0.84242,0,52
GATA1,PerturbNet,split1,unresolvable,1282,0.50385,0.48721,0.52075,0,52
GATA1,PerturbNet,split1,resolvable_xfit,45,0.71667,0.58889,0.83889,0,52
GATA1,PerturbNet,split1,unresolvable_xfit,1281,0.52137,0.50302,0.53903,0,52
GATA1,PerturbNet,split2,all,8001,0.54152,0.53462,0.54856,0,127
GATA1,PerturbNet,split2,resolvable,346,0.57264,0.52736,0.62005,0,127
GATA1,PerturbNet,split2,unresolvable,7655,0.54011,0.53301,0.54693,0,127
GATA1,PerturbNet,split2,resolvable_xfit,340,0.60404,0.55699,0.64927,0,127
GATA1,PerturbNet,split2,unresolvable_xfit,7661,0.53557,0.528,0.54301,0,127
GATA1,PerturbNet,split3,all,496,0.4918,0.4625,0.51828,0,32
GATA1,PerturbNet,split3,resolvable,40,0.665,0.52662,0.79504,0,32
GATA1,PerturbNet,split3,unresolvable,456,0.47661,0.44809,0.50424,0,32
GATA1,PerturbNet,split3,resolvable_xfit,34,0.72059,0.58088,0.86397,0,32
GATA1,PerturbNet,split3,unresolvable_xfit,462,0.45238,0.42018,0.48269,0,32
GATA1,PerturbNet,split5,all,990,0.44828,0.42936,0.46842,0,45
GATA1,PerturbNet,split5,resolvable,86,0.36899,0.28527,0.45659,0,45
GATA1,PerturbNet,split5,unresolvable,904,0.45583,0.43614,0.47486,0,45
GATA1,PerturbNet,split5,resolvable_xfit,93,0.36425,0.28629,0.44355,0,45
GATA1,PerturbNet,split5,unresolvable_xfit,897,0.46572,0.44454,0.48551,0,45
GATA1,PerturbNet,split6,all,1326,0.51116,0.49391,0.52876,0,52
GATA1,PerturbNet,split6,resolvable,44,0.72424,0.60152,0.84848,0,52
GATA1,PerturbNet,split6,unresolvable,1282,0.50385,0.48788,0.52007,0,52
GATA1,PerturbNet,split6,resolvable_xfit,45,0.71667,0.58611,0.83611,0,52
GATA1,PerturbNet,split6,unresolvable_xfit,1281,0.52137,0.5039,0.53874,0,52
GATA1,RF-esm+theta,split1,all,1326,0.52705,0.5101,0.54374,0,52
GATA1,RF-esm+theta,split1,resolvable,44,0.7803,0.65144,0.89242,0,52
GATA1,RF-esm+theta,split1,unresolvable,1282,0.51836,0.5013,0.5363,0,52
GATA1,RF-esm+theta,split1,resolvable_xfit,45,0.71944,0.58611,0.84722,0,52
GATA1,RF-esm+theta,split1,unresolvable_xfit,1281,0.53308,0.51502,0.55084,0,52
GATA1,RF-esm+theta,split2,all,8001,0.52428,0.51742,0.53143,0,127
GATA1,RF-esm+theta,split2,resolvable,346,0.65626,0.61039,0.70308,0,127
GATA1,RF-esm+theta,split2,unresolvable,7655,0.51832,0.51143,0.52544,0,127
GATA1,RF-esm+theta,split2,resolvable_xfit,340,0.65368,0.60331,0.70147,0,127
GATA1,RF-esm+theta,split2,unresolvable_xfit,7661,0.51645,0.50888,0.52421,0,127
GATA1,RF-esm+theta,split3,all,496,0.53548,0.50457,0.5664,0,32
GATA1,RF-esm+theta,split3,resolvable,40,0.64167,0.49667,0.78004,0,32
GATA1,RF-esm+theta,split3,unresolvable,456,0.52617,0.49576,0.5579,0,32
GATA1,RF-esm+theta,split3,resolvable_xfit,34,0.6875,0.53676,0.8273,0,32
GATA1,RF-esm+theta,split3,unresolvable_xfit,462,0.52922,0.49648,0.56196,0,32
GATA1,RF-esm+theta,split5,all,990,0.51778,0.49824,0.53697,0,45
GATA1,RF-esm+theta,split5,resolvable,86,0.63333,0.54651,0.7186,0,45
GATA1,RF-esm+theta,split5,unresolvable,904,0.50678,0.48621,0.52641,0,45
GATA1,RF-esm+theta,split5,resolvable_xfit,93,0.63441,0.5457,0.72177,0,45
GATA1,RF-esm+theta,split5,unresolvable_xfit,897,0.50334,0.48244,0.52439,0,45
GATA1,RF-esm+theta,split6,all,1326,0.52705,0.509,0.5447,0,52
GATA1,RF-esm+theta,split6,resolvable,44,0.7803,0.65303,0.89394,0,52
GATA1,RF-esm+theta,split6,unresolvable,1282,0.51836,0.50078,0.53692,0,52
GATA1,RF-esm+theta,split6,resolvable_xfit,45,0.71944,0.58611,0.84444,0,52
GATA1,RF-esm+theta,split6,unresolvable_xfit,1281,0.53308,0.51503,0.55064,0,52
GATA1,RF-esm,split1,all,1326,0.52076,0.50231,0.53751,0,52
GATA1,RF-esm,split1,resolvable,44,0.88485,0.78636,0.96515,0,52
GATA1,RF-esm,split1,unresolvable,1282,0.50827,0.48991,0.52543,0,52
GATA1,RF-esm,split1,resolvable_xfit,45,0.83333,0.71944,0.92785,0,52
GATA1,RF-esm,split1,unresolvable_xfit,1281,0.51669,0.49854,0.53386,0,52
GATA1,RF-esm,split2,all,8001,0.53128,0.52427,0.53823,0,127
GATA1,RF-esm,split2,resolvable,346,0.65645,0.61059,0.70385,0,127
GATA1,RF-esm,split2,unresolvable,7655,0.52563,0.51843,0.53288,0,127
GATA1,RF-esm,split2,resolvable_xfit,340,0.64522,0.59963,0.69375,0,127
GATA1,RF-esm,split2,unresolvable_xfit,7661,0.52144,0.51374,0.52926,0,127
GATA1,RF-esm,split3,all,496,0.53723,0.5055,0.56815,0,32
GATA1,RF-esm,split3,resolvable,40,0.75167,0.61662,0.87337,0,32
GATA1,RF-esm,split3,unresolvable,456,0.51842,0.48713,0.54957,0,32
GATA1,RF-esm,split3,resolvable_xfit,34,0.77574,0.62868,0.89338,0,32
GATA1,RF-esm,split3,unresolvable_xfit,462,0.52354,0.49351,0.55465,0,32
GATA1,RF-esm,split5,all,990,0.53872,0.51899,0.55906,0,45
GATA1,RF-esm,split5,resolvable,86,0.67752,0.5907,0.76202,0,45
GATA1,RF-esm,split5,unresolvable,904,0.52552,0.50501,0.54683,0,45
GATA1,RF-esm,split5,resolvable_xfit,93,0.63172,0.54301,0.71778,0,45
GATA1,RF-esm,split5,unresolvable_xfit,897,0.52885,0.50585,0.55115,0,45
GATA1,RF-esm,split6,all,1326,0.52076,0.50417,0.53726,0,52
GATA1,RF-esm,split6,resolvable,44,0.88485,0.78182,0.96519,0,52
GATA1,RF-esm,split6,unresolvable,1282,0.50827,0.49038,0.52548,0,52
GATA1,RF-esm,split6,resolvable_xfit,45,0.83333,0.725,0.92778,0,52
GATA1,RF-esm,split6,unresolvable_xfit,1281,0.51669,0.49971,0.53347,0,52
GATA1,RF-theta,split1,all,1326,0.5271,0.50985,0.54518,0,52
GATA1,RF-theta,split1,resolvable,44,0.78864,0.67424,0.89244,0,52
GATA1,RF-theta,split1,unresolvable,1282,0.51812,0.50114,0.53526,0,52
GATA1,RF-theta,split1,resolvable_xfit,45,0.75278,0.63333,0.86389,0,52
GATA1,RF-theta,split1,unresolvable_xfit,1281,0.52449,0.50751,0.54215,0,52
GATA1,RF-theta,split2,all,8001,0.53319,0.52617,0.54021,0,127
GATA1,RF-theta,split2,resolvable,346,0.52197,0.47495,0.57129,0,127
GATA1,RF-theta,split2,unresolvable,7655,0.53369,0.52648,0.54075,0,127
GATA1,RF-theta,split2,resolvable_xfit,340,0.52169,0.47389,0.57023,0,127
GATA1,RF-theta,split2,unresolvable_xfit,7661,0.53072,0.5232,0.5381,0,127
GATA1,RF-theta,split3,all,496,0.44462,0.41612,0.4742,0,32
GATA1,RF-theta,split3,resolvable,40,0.29417,0.17583,0.41417,0,32
GATA1,RF-theta,split3,unresolvable,456,0.45782,0.43033,0.48597,0,32
GATA1,RF-theta,split3,resolvable_xfit,34,0.23162,0.12132,0.36029,0,32
GATA1,RF-theta,split3,unresolvable_xfit,462,0.47863,0.44968,0.50678,0,32
GATA1,RF-theta,split5,all,990,0.43993,0.42017,0.45913,0,45
GATA1,RF-theta,split5,resolvable,86,0.37481,0.2938,0.45467,0,45
GATA1,RF-theta,split5,unresolvable,904,0.44613,0.42725,0.46641,0,45
GATA1,RF-theta,split5,resolvable_xfit,93,0.35484,0.27823,0.43552,0,45
GATA1,RF-theta,split5,unresolvable_xfit,897,0.4391,0.41764,0.45988,0,45
GATA1,RF-theta,split6,all,1326,0.5271,0.50917,0.54374,0,52
GATA1,RF-theta,split6,resolvable,44,0.78864,0.66742,0.89621,0,52
GATA1,RF-theta,split6,unresolvable,1282,0.51812,0.50065,0.53534,0,52
GATA1,RF-theta,split6,resolvable_xfit,45,0.75278,0.625,0.86389,0,52
GATA1,RF-theta,split6,unresolvable_xfit,1281,0.52449,0.50497,0.54186,0,52
GATA1,Ridge-esm+theta,split1,all,1326,0.49653,0.47888,0.51383,0,52
GATA1,Ridge-esm+theta,split1,resolvable,44,0.84091,0.72727,0.93333,0,52
GATA1,Ridge-esm+theta,split1,unresolvable,1282,0.48471,0.46755,0.50312,0,52
GATA1,Ridge-esm+theta,split1,resolvable_xfit,45,0.84444,0.73333,0.93896,0,52
GATA1,Ridge-esm+theta,split1,unresolvable_xfit,1281,0.51015,0.492,0.52781,0,52
GATA1,Ridge-esm+theta,split2,all,8001,0.54631,0.53946,0.5532,0,127
GATA1,Ridge-esm+theta,split2,resolvable,346,0.58208,0.53911,0.62525,0,127
GATA1,Ridge-esm+theta,split2,unresolvable,7655,0.54469,0.53739,0.55214,0,127
GATA1,Ridge-esm+theta,split2,resolvable_xfit,340,0.59485,0.54743,0.63897,0,127
GATA1,Ridge-esm+theta,split2,unresolvable_xfit,7661,0.54569,0.53816,0.55319,0,127
GATA1,Ridge-esm+theta,split3,all,496,0.50323,0.47245,0.53213,0,32
GATA1,Ridge-esm+theta,split3,resolvable,40,0.43167,0.30329,0.56837,0,32
GATA1,Ridge-esm+theta,split3,unresolvable,456,0.5095,0.47953,0.53889,0,32
GATA1,Ridge-esm+theta,split3,resolvable_xfit,34,0.41912,0.27574,0.5625,0,32
GATA1,Ridge-esm+theta,split3,unresolvable_xfit,462,0.51732,0.48782,0.54844,0,32
GATA1,Ridge-esm+theta,split5,all,990,0.50956,0.4897,0.53051,0,45
GATA1,Ridge-esm+theta,split5,resolvable,86,0.50155,0.4186,0.58527,0,45
GATA1,Ridge-esm+theta,split5,unresolvable,904,0.51032,0.49041,0.53068,0,45
GATA1,Ridge-esm+theta,split5,resolvable_xfit,93,0.52419,0.44355,0.60484,0,45
GATA1,Ridge-esm+theta,split5,unresolvable_xfit,897,0.51812,0.49707,0.53874,0,45
GATA1,Ridge-esm+theta,split6,all,1326,0.49653,0.47853,0.51448,0,52
GATA1,Ridge-esm+theta,split6,resolvable,44,0.84091,0.72723,0.93485,0,52
GATA1,Ridge-esm+theta,split6,unresolvable,1282,0.48471,0.46739,0.50161,0,52
GATA1,Ridge-esm+theta,split6,resolvable_xfit,45,0.84444,0.73333,0.93889,0,52
GATA1,Ridge-esm+theta,split6,unresolvable_xfit,1281,0.51015,0.4919,0.5285,0,52
GATA1,Ridge-esm,split1,all,1326,0.58281,0.56516,0.60071,0,52
GATA1,Ridge-esm,split1,resolvable,44,0.89091,0.79697,0.9697,0,52
GATA1,Ridge-esm,split1,unresolvable,1282,0.57223,0.55559,0.58918,0,52
GATA1,Ridge-esm,split1,resolvable_xfit,45,0.86667,0.76667,0.95,0,52
GATA1,Ridge-esm,split1,unresolvable_xfit,1281,0.59524,0.57777,0.6131,0,52
GATA1,Ridge-esm,split2,all,8001,0.57421,0.56684,0.58157,0,127
GATA1,Ridge-esm,split2,resolvable,346,0.83757,0.8025,0.87072,0,127
GATA1,Ridge-esm,split2,unresolvable,7655,0.56231,0.5549,0.56935,0,127
GATA1,Ridge-esm,split2,resolvable_xfit,340,0.83125,0.79558,0.86544,0,127
GATA1,Ridge-esm,split2,unresolvable_xfit,7661,0.56006,0.55268,0.5675,0,127
GATA1,Ridge-esm,split3,all,496,0.60699,0.57715,0.63468,0,32
GATA1,Ridge-esm,split3,resolvable,40,0.81667,0.70496,0.92171,0,32
GATA1,Ridge-esm,split3,unresolvable,456,0.5886,0.55818,0.6174,0,32
GATA1,Ridge-esm,split3,resolvable_xfit,34,0.875,0.77564,0.96324,0,32
GATA1,Ridge-esm,split3,unresolvable_xfit,462,0.5836,0.55303,0.61418,0,32
GATA1,Ridge-esm,split5,all,990,0.51077,0.49138,0.53145,0,45
GATA1,Ridge-esm,split5,resolvable,86,0.57829,0.49843,0.66202,0,45
GATA1,Ridge-esm,split5,unresolvable,904,0.50435,0.48465,0.52522,0,45
GATA1,Ridge-esm,split5,resolvable_xfit,93,0.55511,0.47581,0.63306,0,45
GATA1,Ridge-esm,split5,unresolvable_xfit,897,0.50669,0.48579,0.52634,0,45
GATA1,Ridge-esm,split6,all,1326,0.58281,0.56536,0.60111,0,52
GATA1,Ridge-esm,split6,resolvable,44,0.89091,0.79697,0.97273,0,52
GATA1,Ridge-esm,split6,unresolvable,1282,0.57223,0.55413,0.58866,0,52
GATA1,Ridge-esm,split6,resolvable_xfit,45,0.86667,0.77222,0.94722,0,52
GATA1,Ridge-esm,split6,unresolvable_xfit,1281,0.59524,0.57719,0.61241,0,52
GATA1,Ridge-theta,split1,all,1326,0.4811,0.46432,0.49877,0,52
GATA1,Ridge-theta,split1,resolvable,44,0.82348,0.71286,0.92277,0,52
GATA1,Ridge-theta,split1,unresolvable,1282,0.46934,0.45224,0.48645,0,52
GATA1,Ridge-theta,split1,resolvable_xfit,45,0.82778,0.71937,0.925,0,52
GATA1,Ridge-theta,split1,unresolvable_xfit,1281,0.488,0.4713,0.5043,0,52
GATA1,Ridge-theta,split2,all,8001,0.5315,0.52437,0.5387,0,127
GATA1,Ridge-theta,split2,resolvable,346,0.48333,0.43815,0.52929,0,127
GATA1,Ridge-theta,split2,unresolvable,7655,0.53368,0.52647,0.54098,0,127
GATA1,Ridge-theta,split2,resolvable_xfit,340,0.50331,0.45625,0.54926,0,127
GATA1,Ridge-theta,split2,unresolvable_xfit,7661,0.53312,0.52555,0.5403,0,127
GATA1,Ridge-theta,split3,all,496,0.45457,0.42668,0.48327,0,32
GATA1,Ridge-theta,split3,resolvable,40,0.28417,0.16915,0.39917,0,32
GATA1,Ridge-theta,split3,unresolvable,456,0.46952,0.44246,0.49788,0,32
GATA1,Ridge-theta,split3,resolvable_xfit,34,0.25,0.13603,0.37132,0,32
GATA1,Ridge-theta,split3,unresolvable_xfit,462,0.47808,0.44968,0.50785,0,32
GATA1,Ridge-theta,split5,all,990,0.4804,0.4603,0.50088,0,45
GATA1,Ridge-theta,split5,resolvable,86,0.40814,0.32868,0.48837,0,45
GATA1,Ridge-theta,split5,unresolvable,904,0.48728,0.46781,0.5076,0,45
GATA1,Ridge-theta,split5,resolvable_xfit,93,0.44355,0.36425,0.52016,0,45
GATA1,Ridge-theta,split5,unresolvable_xfit,897,0.49247,0.47213,0.51338,0,45
GATA1,Ridge-theta,split6,all,1326,0.4811,0.46473,0.49779,0,52
GATA1,Ridge-theta,split6,resolvable,44,0.82348,0.70756,0.92273,0,52
GATA1,Ridge-theta,split6,unresolvable,1282,0.46934,0.45239,0.48526,0,52
GATA1,Ridge-theta,split6,resolvable_xfit,45,0.82778,0.71944,0.91667,0,52
GATA1,Ridge-theta,split6,unresolvable_xfit,1281,0.488,0.47102,0.50449,0,52
GATA1,WT-null,split1,all,1326,0.5,0.5,0.5,0,52
GATA1,WT-null,split1,resolvable,44,0.5,0.5,0.5,0,52
GATA1,WT-null,split1,unresolvable,1282,0.5,0.5,0.5,0,52
GATA1,WT-null,split1,resolvable_xfit,45,0.5,0.5,0.5,0,52
GATA1,WT-null,split1,unresolvable_xfit,1281,0.5,0.5,0.5,0,52
GATA1,WT-null,split2,all,8001,0.5,0.5,0.5,0,127
GATA1,WT-null,split2,resolvable,346,0.5,0.5,0.5,0,127
GATA1,WT-null,split2,unresolvable,7655,0.5,0.5,0.5,0,127
GATA1,WT-null,split2,resolvable_xfit,340,0.5,0.5,0.5,0,127
GATA1,WT-null,split2,unresolvable_xfit,7661,0.5,0.5,0.5,0,127
GATA1,WT-null,split3,all,496,0.5,0.5,0.5,0,32
GATA1,WT-null,split3,resolvable,40,0.5,0.5,0.5,0,32
GATA1,WT-null,split3,unresolvable,456,0.5,0.5,0.5,0,32
GATA1,WT-null,split3,resolvable_xfit,34,0.5,0.5,0.5,0,32
GATA1,WT-null,split3,unresolvable_xfit,462,0.5,0.5,0.5,0,32
GATA1,WT-null,split5,all,990,0.5,0.5,0.5,0,45
GATA1,WT-null,split5,resolvable,86,0.5,0.5,0.5,0,45
GATA1,WT-null,split5,unresolvable,904,0.5,0.5,0.5,0,45
GATA1,WT-null,split5,resolvable_xfit,93,0.5,0.5,0.5,0,45
GATA1,WT-null,split5,unresolvable_xfit,897,0.5,0.5,0.5,0,45
GATA1,WT-null,split6,all,1326,0.5,0.5,0.5,0,52
GATA1,WT-null,split6,resolvable,44,0.5,0.5,0.5,0,52
GATA1,WT-null,split6,unresolvable,1282,0.5,0.5,0.5,0,52
GATA1,WT-null,split6,resolvable_xfit,45,0.5,0.5,0.5,0,52
GATA1,WT-null,split6,unresolvable_xfit,1281,0.5,0.5,0.5,0,52
GATA1,scGen,split1,all,1326,0.53298,0.51636,0.55003,0,52
GATA1,scGen,split1,resolvable,44,0.72576,0.59091,0.84091,0,52
GATA1,scGen,split1,unresolvable,1282,0.52637,0.50996,0.54382,0,52
GATA1,scGen,split1,resolvable_xfit,45,0.71667,0.58882,0.83611,0,52
GATA1,scGen,split1,unresolvable_xfit,1281,0.54928,0.53093,0.56792,0,52
GATA1,scGen,split2,all,8001,0.5522,0.54466,0.55949,0,127
GATA1,scGen,split2,resolvable,346,0.72341,0.67678,0.76524,0,127
GATA1,scGen,split2,unresolvable,7655,0.54446,0.53752,0.55163,0,127
GATA1,scGen,split2,resolvable_xfit,340,0.70882,0.66066,0.75441,0,127
GATA1,scGen,split2,unresolvable_xfit,7661,0.53893,0.53138,0.54655,0,127
GATA1,scGen,split3,all,496,0.46149,0.43279,0.49106,0,32
GATA1,scGen,split3,resolvable,40,0.53583,0.39667,0.68417,0,32
GATA1,scGen,split3,unresolvable,456,0.45497,0.42544,0.48524,0,32
GATA1,scGen,split3,resolvable_xfit,34,0.54044,0.38594,0.69494,0,32
GATA1,scGen,split3,unresolvable_xfit,462,0.46726,0.4364,0.49649,0,32
GATA1,scGen,split5,all,990,0.48061,0.46054,0.50088,0,45
GATA1,scGen,split5,resolvable,86,0.35388,0.26782,0.44187,0,45
GATA1,scGen,split5,unresolvable,904,0.49266,0.47219,0.51342,0,45
GATA1,scGen,split5,resolvable_xfit,93,0.34812,0.26747,0.42745,0,45
GATA1,scGen,split5,unresolvable_xfit,897,0.48997,0.46795,0.51157,0,45
GATA1,scGen,split6,all,1326,0.51438,0.49774,0.53087,0,52
GATA1,scGen,split6,resolvable,44,0.74848,0.62273,0.86216,0,52
GATA1,scGen,split6,unresolvable,1282,0.50634,0.48968,0.52254,0,52
GATA1,scGen,split6,resolvable_xfit,45,0.72778,0.6,0.84167,0,52
GATA1,scGen,split6,unresolvable_xfit,1281,0.53093,0.51376,0.54869,0,52
GATA1,scVIDR,split1,all,1326,0.54962,0.53142,0.56722,0,52
GATA1,scVIDR,split1,resolvable,44,0.7697,0.64542,0.88489,0,52
GATA1,scVIDR,split1,unresolvable,1282,0.54207,0.52444,0.55944,0,52
GATA1,scVIDR,split1,resolvable_xfit,45,0.73333,0.60278,0.85278,0,52
GATA1,scVIDR,split1,unresolvable_xfit,1281,0.54586,0.52791,0.56538,0,52
GATA1,scVIDR,split2,all,8001,0.54974,0.54247,0.55686,0,127
GATA1,scVIDR,split2,resolvable,346,0.86705,0.83333,0.90212,0,127
GATA1,scVIDR,split2,unresolvable,7655,0.5354,0.52813,0.54265,0,127
GATA1,scVIDR,split2,resolvable_xfit,340,0.86654,0.83125,0.9,0,127
GATA1,scVIDR,split2,unresolvable_xfit,7661,0.53833,0.52997,0.54608,0,127
GATA1,scVIDR,split3,all,496,0.49556,0.46438,0.52621,0,32
GATA1,scVIDR,split3,resolvable,40,0.705,0.555,0.84167,0,32
GATA1,scVIDR,split3,unresolvable,456,0.47719,0.44603,0.50906,0,32
GATA1,scVIDR,split3,resolvable_xfit,34,0.67647,0.51838,0.81259,0,32
GATA1,scVIDR,split3,unresolvable_xfit,462,0.49784,0.46644,0.53058,0,32
GATA1,scVIDR,split5,all,990,0.54101,0.52027,0.56189,0,45
GATA1,scVIDR,split5,resolvable,86,0.68527,0.60078,0.76901,0,45
GATA1,scVIDR,split5,unresolvable,904,0.52729,0.50612,0.54786,0,45
GATA1,scVIDR,split5,resolvable_xfit,93,0.70968,0.63034,0.78629,0,45
GATA1,scVIDR,split5,unresolvable_xfit,897,0.52244,0.50167,0.54418,0,45
GATA1,scVIDR,split6,all,1326,0.54188,0.52443,0.55988,0,52
GATA1,scVIDR,split6,resolvable,44,0.76364,0.64087,0.87727,0,52
GATA1,scVIDR,split6,unresolvable,1282,0.53427,0.51737,0.55195,0,52
GATA1,scVIDR,split6,resolvable_xfit,45,0.73056,0.60278,0.85278,0,52
GATA1,scVIDR,split6,unresolvable_xfit,1281,0.53601,0.51717,0.55484,0,52
JAK1,self-null (same variant),all,all,390,0.5,0.44872,0.55128,0,26
JAK1,self-null (WT-referenced),all,all,390,0.47949,0.43077,0.53077,0,26
JAK1,split-half measurement,all,all,325,0.99303,0.98728,0.99774,0,0
JAK1,split-half measurement,all,resolvable,255,1.0,1.0,1.0,0,0
JAK1,split-half measurement,all,unresolvable,70,0.96762,0.94095,0.98952,0,0
JAK1,split-half measurement,all,resolvable_xfit,253,1.0,1.0,1.0,0,0
JAK1,split-half measurement,all,unresolvable_xfit,72,0.97396,0.94965,0.99132,0,0
JAK1,Biolord,split1,all,36,0.66204,0.54067,0.77963,0,9
JAK1,Biolord,split1,resolvable,30,0.69778,0.55667,0.83114,0,9
JAK1,Biolord,split1,unresolvable,6,0.48333,0.28333,0.72222,0,9
JAK1,Biolord,split1,resolvable_xfit,30,0.6875,0.5375,0.825,0,9
JAK1,Biolord,split1,unresolvable_xfit,6,0.5,0.31198,0.72917,0,9
JAK1,Biolord,split2,all,78,0.69615,0.6017,0.78162,0,13
JAK1,Biolord,split2,resolvable,50,0.82067,0.71067,0.91467,0,13
JAK1,Biolord,split2,unresolvable,28,0.47381,0.33333,0.61905,0,13
JAK1,Biolord,split2,resolvable_xfit,50,0.815,0.7025,0.91,0,13
JAK1,Biolord,split2,unresolvable_xfit,28,0.48214,0.33036,0.62946,0,13
JAK1,Biolord,split3,all,190,0.47684,0.42035,0.53264,0,20
JAK1,Biolord,split3,resolvable,122,0.49617,0.42239,0.57022,0,20
JAK1,Biolord,split3,unresolvable,68,0.44216,0.35881,0.53287,0,20
JAK1,Biolord,split3,resolvable_xfit,120,0.51979,0.44583,0.59375,0,20
JAK1,Biolord,split3,unresolvable_xfit,70,0.42143,0.3375,0.51607,0,20
JAK1,Biolord,split5,all,136,0.74436,0.68308,0.8005,0,17
JAK1,Biolord,split5,resolvable,113,0.79705,0.74039,0.85369,0,17
JAK1,Biolord,split5,unresolvable,23,0.48551,0.35504,0.61453,0,17
JAK1,Biolord,split5,resolvable_xfit,112,0.8058,0.7433,0.86384,0,17
JAK1,Biolord,split5,unresolvable_xfit,24,0.53125,0.39062,0.67188,0,17
JAK1,CellFlow,split1,all,21,0.68571,0.52063,0.83492,0,7
JAK1,CellFlow,split1,resolvable,18,0.72222,0.54444,0.88519,0,7
JAK1,CellFlow,split1,unresolvable,3,0.46667,0.26667,0.73333,0,7
JAK1,CellFlow,split1,resolvable_xfit,18,0.75,0.5625,0.89583,0,7
JAK1,CellFlow,split1,unresolvable_xfit,3,0.58333,0.5,0.75,0,7
JAK1,CellFlow,split2,all,66,0.47374,0.38384,0.56566,0,12
JAK1,CellFlow,split2,resolvable,44,0.52879,0.40758,0.64852,0,12
JAK1,CellFlow,split2,unresolvable,22,0.36364,0.25758,0.47576,0,12
JAK1,CellFlow,split2,resolvable_xfit,44,0.52273,0.40057,0.64773,0,12
JAK1,CellFlow,split2,unresolvable_xfit,22,0.30114,0.19886,0.41491,0,12
JAK1,CellFlow,split5,all,91,0.54579,0.47033,0.61832,0,14
JAK1,CellFlow,split5,resolvable,76,0.55877,0.47632,0.63509,0,14
JAK1,CellFlow,split5,unresolvable,15,0.48,0.34667,0.60889,0,14
JAK1,CellFlow,split5,resolvable_xfit,75,0.53,0.44667,0.615,0,14
JAK1,CellFlow,split5,unresolvable_xfit,16,0.5,0.33594,0.67207,0,14
JAK1,GBoost-esm+theta,split1,all,21,0.34921,0.17143,0.53968,0,7
JAK1,GBoost-esm+theta,split1,resolvable,18,0.32593,0.12963,0.53704,0,7
JAK1,GBoost-esm+theta,split1,unresolvable,3,0.48889,0.0,0.93333,0,7
JAK1,GBoost-esm+theta,split1,resolvable_xfit,18,0.31944,0.13194,0.52083,0,7
JAK1,GBoost-esm+theta,split1,unresolvable_xfit,3,0.41667,0.0,0.875,0,7
