gene,method,split,stratum,n_pairs,accuracy,ci_lo,ci_hi,n_refused,n_predicted
JAK1,RF-theta,split3,unresolvable_xfit,70,0.59107,0.50353,0.68214,0,20
JAK1,RF-theta,split5,all,136,0.55049,0.47891,0.62061,0,17
JAK1,RF-theta,split5,resolvable,113,0.55221,0.47551,0.63215,0,17
JAK1,RF-theta,split5,unresolvable,23,0.54203,0.38841,0.69134,0,17
JAK1,RF-theta,split5,resolvable_xfit,112,0.55246,0.4743,0.6317,0,17
JAK1,RF-theta,split5,unresolvable_xfit,24,0.5625,0.40104,0.71888,0,17
JAK1,Ridge-esm+theta,split1,all,21,0.3746,0.20317,0.55873,0,7
JAK1,Ridge-esm+theta,split1,resolvable,18,0.32593,0.14074,0.51111,0,7
JAK1,Ridge-esm+theta,split1,unresolvable,3,0.66667,0.46667,1.0,0,7
JAK1,Ridge-esm+theta,split1,resolvable_xfit,18,0.36111,0.18056,0.56944,0,7
JAK1,Ridge-esm+theta,split1,unresolvable_xfit,3,0.66667,0.5,1.0,0,7
JAK1,Ridge-esm+theta,split2,all,66,0.58889,0.47172,0.69192,0,12
JAK1,Ridge-esm+theta,split2,resolvable,44,0.56818,0.42273,0.70606,0,12
JAK1,Ridge-esm+theta,split2,unresolvable,22,0.6303,0.42424,0.80311,0,12
JAK1,Ridge-esm+theta,split2,resolvable_xfit,44,0.5767,0.4233,0.71598,0,12
JAK1,Ridge-esm+theta,split2,unresolvable_xfit,22,0.64773,0.44872,0.82386,0,12
JAK1,Ridge-esm+theta,split3,all,171,0.32515,0.27094,0.3809,0,19
JAK1,Ridge-esm+theta,split3,resolvable,115,0.3142,0.24926,0.3803,0,19
JAK1,Ridge-esm+theta,split3,unresolvable,56,0.34762,0.25592,0.44881,0,19
JAK1,Ridge-esm+theta,split3,resolvable_xfit,113,0.30752,0.24223,0.37835,0,19
JAK1,Ridge-esm+theta,split3,unresolvable_xfit,58,0.30172,0.20474,0.40302,0,19
JAK1,Ridge-esm+theta,split5,all,91,0.54212,0.45201,0.63081,0,14
JAK1,Ridge-esm+theta,split5,resolvable,76,0.58246,0.4807,0.68421,0,14
JAK1,Ridge-esm+theta,split5,unresolvable,15,0.33778,0.17767,0.52,0,14
JAK1,Ridge-esm+theta,split5,resolvable_xfit,75,0.595,0.49162,0.69667,0,14
JAK1,Ridge-esm+theta,split5,unresolvable_xfit,16,0.32031,0.14844,0.50781,0,14
JAK1,Ridge-esm,split1,all,21,0.39048,0.22532,0.58095,0,7
JAK1,Ridge-esm,split1,resolvable,18,0.39259,0.19259,0.6037,0,7
JAK1,Ridge-esm,split1,unresolvable,3,0.37778,0.0,0.73333,0,7
JAK1,Ridge-esm,split1,resolvable_xfit,18,0.375,0.17361,0.58368,0,7
JAK1,Ridge-esm,split1,unresolvable_xfit,3,0.41667,0.0,0.875,0,7
JAK1,Ridge-esm,split2,all,66,0.67273,0.5697,0.7697,0,12
JAK1,Ridge-esm,split2,resolvable,44,0.84091,0.74545,0.93034,0,12
JAK1,Ridge-esm,split2,unresolvable,22,0.33636,0.18485,0.49402,0,12
JAK1,Ridge-esm,split2,resolvable_xfit,44,0.84091,0.73295,0.93182,0,12
JAK1,Ridge-esm,split2,unresolvable_xfit,22,0.28409,0.14205,0.44886,0,12
JAK1,Ridge-esm,split3,all,171,0.55906,0.50058,0.61328,0,19
JAK1,Ridge-esm,split3,resolvable,115,0.5629,0.49332,0.63597,0,19
JAK1,Ridge-esm,split3,unresolvable,56,0.55119,0.45476,0.64765,0,19
JAK1,Ridge-esm,split3,resolvable_xfit,113,0.54535,0.47232,0.61726,0,19
JAK1,Ridge-esm,split3,unresolvable_xfit,58,0.55388,0.44828,0.65517,0,19
JAK1,Ridge-esm,split5,all,91,0.50403,0.41978,0.59344,0,14
JAK1,Ridge-esm,split5,resolvable,76,0.48684,0.38684,0.58423,0,14
JAK1,Ridge-esm,split5,unresolvable,15,0.59111,0.41333,0.74678,0,14
JAK1,Ridge-esm,split5,resolvable_xfit,75,0.48333,0.385,0.58004,0,14
JAK1,Ridge-esm,split5,unresolvable_xfit,16,0.58594,0.40625,0.75781,0,14
JAK1,Ridge-theta,split1,all,36,0.53426,0.40093,0.66021,0,9
JAK1,Ridge-theta,split1,resolvable,30,0.49556,0.35553,0.63889,0,9
JAK1,Ridge-theta,split1,unresolvable,6,0.72778,0.56111,0.91667,0,9
JAK1,Ridge-theta,split1,resolvable_xfit,30,0.5125,0.375,0.6625,0,9
JAK1,Ridge-theta,split1,unresolvable_xfit,6,0.72917,0.5625,0.91667,0,9
JAK1,Ridge-theta,split2,all,78,0.55043,0.45598,0.6483,0,13
JAK1,Ridge-theta,split2,resolvable,50,0.55733,0.42667,0.678,0,13
JAK1,Ridge-theta,split2,unresolvable,28,0.5381,0.3869,0.6917,0,13
JAK1,Ridge-theta,split2,resolvable_xfit,50,0.57,0.44,0.69,0,13
JAK1,Ridge-theta,split2,unresolvable_xfit,28,0.53571,0.375,0.6875,0,13
JAK1,Ridge-theta,split3,all,190,0.39351,0.33877,0.44948,0,20
JAK1,Ridge-theta,split3,resolvable,122,0.35273,0.28551,0.42241,0,20
JAK1,Ridge-theta,split3,unresolvable,68,0.46667,0.37105,0.56279,0,20
JAK1,Ridge-theta,split3,resolvable_xfit,120,0.37083,0.29896,0.44271,0,20
JAK1,Ridge-theta,split3,unresolvable_xfit,70,0.44464,0.35536,0.5375,0,20
JAK1,Ridge-theta,split5,all,136,0.59583,0.52818,0.66545,0,17
JAK1,Ridge-theta,split5,resolvable,113,0.64543,0.57226,0.7183,0,17
JAK1,Ridge-theta,split5,unresolvable,23,0.35217,0.23188,0.48551,0,17
JAK1,Ridge-theta,split5,resolvable_xfit,112,0.64732,0.5692,0.72545,0,17
JAK1,Ridge-theta,split5,unresolvable_xfit,24,0.39062,0.26042,0.52604,0,17
JAK1,WT-null,split1,all,36,0.5,0.5,0.5,0,9
JAK1,WT-null,split1,resolvable,30,0.5,0.5,0.5,0,9
JAK1,WT-null,split1,unresolvable,6,0.5,0.5,0.5,0,9
JAK1,WT-null,split1,resolvable_xfit,30,0.5,0.5,0.5,0,9
JAK1,WT-null,split1,unresolvable_xfit,6,0.5,0.5,0.5,0,9
JAK1,WT-null,split2,all,78,0.5,0.5,0.5,0,13
JAK1,WT-null,split2,resolvable,50,0.5,0.5,0.5,0,13
JAK1,WT-null,split2,unresolvable,28,0.5,0.5,0.5,0,13
JAK1,WT-null,split2,resolvable_xfit,50,0.5,0.5,0.5,0,13
JAK1,WT-null,split2,unresolvable_xfit,28,0.5,0.5,0.5,0,13
JAK1,WT-null,split3,all,190,0.5,0.5,0.5,0,20
JAK1,WT-null,split3,resolvable,122,0.5,0.5,0.5,0,20
JAK1,WT-null,split3,unresolvable,68,0.5,0.5,0.5,0,20
JAK1,WT-null,split3,resolvable_xfit,120,0.5,0.5,0.5,0,20
JAK1,WT-null,split3,unresolvable_xfit,70,0.5,0.5,0.5,0,20
JAK1,WT-null,split5,all,136,0.5,0.5,0.5,0,17
JAK1,WT-null,split5,resolvable,113,0.5,0.5,0.5,0,17
JAK1,WT-null,split5,unresolvable,23,0.5,0.5,0.5,0,17
JAK1,WT-null,split5,resolvable_xfit,112,0.5,0.5,0.5,0,17
JAK1,WT-null,split5,unresolvable_xfit,24,0.5,0.5,0.5,0,17
JAK1,scGen,split1,all,36,0.63611,0.50648,0.74722,0,9
JAK1,scGen,split1,resolvable,30,0.66667,0.51444,0.80556,0,9
JAK1,scGen,split1,unresolvable,6,0.48333,0.43333,0.53333,0,9
JAK1,scGen,split1,resolvable_xfit,30,0.64583,0.49167,0.78333,0,9
JAK1,scGen,split1,unresolvable_xfit,6,0.4375,0.35417,0.5,0,9
JAK1,scGen,split2,all,78,0.68846,0.59487,0.77524,0,13
JAK1,scGen,split2,resolvable,50,0.738,0.612,0.84672,0,13
JAK1,scGen,split2,unresolvable,28,0.6,0.4619,0.73095,0,13
JAK1,scGen,split2,resolvable_xfit,50,0.735,0.6125,0.85,0,13
JAK1,scGen,split2,unresolvable_xfit,28,0.63393,0.48661,0.77679,0,13
JAK1,scGen,split3,all,190,0.33789,0.28911,0.38895,0,20
JAK1,scGen,split3,resolvable,122,0.33989,0.2765,0.39974,0,20
JAK1,scGen,split3,unresolvable,68,0.33431,0.25636,0.41521,0,20
JAK1,scGen,split3,resolvable_xfit,120,0.33125,0.26456,0.39896,0,20
JAK1,scGen,split3,unresolvable_xfit,70,0.31429,0.23924,0.39286,0,20
JAK1,scGen,split5,all,136,0.71397,0.65048,0.77426,0,17
JAK1,scGen,split5,resolvable,113,0.79646,0.73126,0.85871,0,17
JAK1,scGen,split5,unresolvable,23,0.3087,0.20141,0.42322,0,17
JAK1,scGen,split5,resolvable_xfit,112,0.80246,0.73214,0.86049,0,17
JAK1,scGen,split5,unresolvable_xfit,24,0.375,0.24479,0.50534,0,17
JAK1,scVIDR,split1,all,0,,,,9,9
JAK1,scVIDR,split2,all,0,,,,13,13
JAK1,scVIDR,split3,all,0,,,,20,20
JAK1,scVIDR,split5,all,0,,,,17,17
GATA1,Biolord,pooled,all,9730,0.50433,0.49794,0.51027,0,0
GATA1,Biolord,pooled,resolvable,426,0.56022,0.52355,0.59758,0,0
GATA1,Biolord,pooled,unresolvable,9304,0.50177,0.49548,0.50797,0,0
GATA1,Biolord,pooled,resolvable_xfit,425,0.57456,0.53524,0.61192,0,0
GATA1,Biolord,pooled,unresolvable_xfit,9305,0.49971,0.49339,0.50622,0,0
GATA1,CellFlow,pooled,all,9730,0.50893,0.50223,0.51541,0,0
GATA1,CellFlow,pooled,resolvable,426,0.50395,0.46095,0.54639,0,0
GATA1,CellFlow,pooled,unresolvable,9304,0.50916,0.50268,0.51557,0,0
GATA1,CellFlow,pooled,resolvable_xfit,425,0.53176,0.48992,0.57631,0,0
GATA1,CellFlow,pooled,unresolvable_xfit,9305,0.50118,0.49485,0.50778,0,0
GATA1,GBoost-esm,pooled,all,9730,0.52143,0.51546,0.52771,0,0
GATA1,GBoost-esm,pooled,resolvable,426,0.63105,0.59273,0.67027,0,0
GATA1,GBoost-esm,pooled,unresolvable,9304,0.51641,0.5101,0.52291,0,0
GATA1,GBoost-esm,pooled,resolvable_xfit,425,0.65007,0.61047,0.68797,0,0
GATA1,GBoost-esm,pooled,unresolvable_xfit,9305,0.52193,0.51526,0.5284,0,0
GATA1,GBoost-esm+theta,pooled,all,9730,0.52383,0.51792,0.52993,0,0
GATA1,GBoost-esm+theta,pooled,resolvable,426,0.64143,0.60392,0.6793,0,0
GATA1,GBoost-esm+theta,pooled,unresolvable,9304,0.51844,0.51231,0.52466,0,0
GATA1,GBoost-esm+theta,pooled,resolvable_xfit,425,0.66132,0.62434,0.6978,0,0
GATA1,GBoost-esm+theta,pooled,unresolvable_xfit,9305,0.524,0.51741,0.53045,0,0
GATA1,GBoost-theta,pooled,all,9730,0.53945,0.53295,0.54541,0,0
GATA1,GBoost-theta,pooled,resolvable,426,0.60981,0.56968,0.64982,0,0
GATA1,GBoost-theta,pooled,unresolvable,9304,0.53623,0.53011,0.54262,0,0
GATA1,GBoost-theta,pooled,resolvable_xfit,425,0.5902,0.54725,0.62892,0,0
GATA1,GBoost-theta,pooled,unresolvable_xfit,9305,0.53203,0.52514,0.53874,0,0
GATA1,Gene-mean,pooled,all,9730,0.5,0.5,0.5,0,0
GATA1,Gene-mean,pooled,resolvable,426,0.5,0.5,0.5,0,0
GATA1,Gene-mean,pooled,unresolvable,9304,0.5,0.5,0.5,0,0
GATA1,Gene-mean,pooled,resolvable_xfit,425,0.5,0.5,0.5,0,0
GATA1,Gene-mean,pooled,unresolvable_xfit,9305,0.5,0.5,0.5,0,0
GATA1,KNN-esm,pooled,all,9730,0.50053,0.49462,0.5066,0,0
GATA1,KNN-esm,pooled,resolvable,426,0.55185,0.51119,0.59218,0,0
GATA1,KNN-esm,pooled,unresolvable,9304,0.49818,0.49219,0.50447,0,0
GATA1,KNN-esm,pooled,resolvable_xfit,425,0.5414,0.50136,0.58054,0,0
GATA1,KNN-esm,pooled,unresolvable_xfit,9305,0.50419,0.4975,0.51118,0,0
GATA1,KNN-esm+theta,pooled,all,9730,0.54657,0.54032,0.55278,0,0
GATA1,KNN-esm+theta,pooled,resolvable,426,0.56925,0.52954,0.60704,0,0
GATA1,KNN-esm+theta,pooled,unresolvable,9304,0.54553,0.53955,0.55139,0,0
GATA1,KNN-esm+theta,pooled,resolvable_xfit,425,0.56039,0.52154,0.60062,0,0
GATA1,KNN-esm+theta,pooled,unresolvable_xfit,9305,0.54948,0.54315,0.55598,0,0
GATA1,KNN-theta,pooled,all,9730,0.50189,0.49582,0.50806,0,0
GATA1,KNN-theta,pooled,resolvable,426,0.51187,0.47015,0.55463,0,0
GATA1,KNN-theta,pooled,unresolvable,9304,0.50143,0.49546,0.50769,0,0
GATA1,KNN-theta,pooled,resolvable_xfit,425,0.50517,0.46269,0.54513,0,0
GATA1,KNN-theta,pooled,unresolvable_xfit,9305,0.50515,0.49848,0.51152,0,0
GATA1,Lasso-esm,pooled,all,9730,0.5,0.5,0.5,0,0
GATA1,Lasso-esm,pooled,resolvable,426,0.5,0.5,0.5,0,0
GATA1,Lasso-esm,pooled,unresolvable,9304,0.5,0.5,0.5,0,0
GATA1,Lasso-esm,pooled,resolvable_xfit,425,0.5,0.5,0.5,0,0
GATA1,Lasso-esm,pooled,unresolvable_xfit,9305,0.5,0.5,0.5,0,0
GATA1,Lasso-esm+theta,pooled,all,9730,0.52525,0.51919,0.53125,0,0
GATA1,Lasso-esm+theta,pooled,resolvable,426,0.44062,0.40173,0.47725,0,0
GATA1,Lasso-esm+theta,pooled,unresolvable,9304,0.52912,0.52304,0.53559,0,0
GATA1,Lasso-esm+theta,pooled,resolvable_xfit,425,0.45777,0.42127,0.49725,0,0
GATA1,Lasso-esm+theta,pooled,unresolvable_xfit,9305,0.5327,0.52624,0.53935,0,0
GATA1,Lasso-theta,pooled,all,9730,0.52525,0.51893,0.53148,0,0
GATA1,Lasso-theta,pooled,resolvable,426,0.44062,0.403,0.48012,0,0
GATA1,Lasso-theta,pooled,unresolvable,9304,0.52912,0.52289,0.53515,0,0
GATA1,Lasso-theta,pooled,resolvable_xfit,425,0.45777,0.41826,0.4965,0,0
GATA1,Lasso-theta,pooled,unresolvable_xfit,9305,0.5327,0.52609,0.53962,0,0
GATA1,MLP-esm,pooled,all,9730,0.49811,0.49218,0.50389,0,0
GATA1,MLP-esm,pooled,resolvable,426,0.49905,0.47024,0.53192,0,0
GATA1,MLP-esm,pooled,unresolvable,9304,0.49806,0.49213,0.50412,0,0
GATA1,MLP-esm,pooled,resolvable_xfit,425,0.495,0.46255,0.52662,0,0
GATA1,MLP-esm,pooled,unresolvable_xfit,9305,0.48993,0.4837,0.49614,0,0
GATA1,MLP-esm+theta,pooled,all,9730,0.52564,0.51977,0.53146,0,0
GATA1,MLP-esm+theta,pooled,resolvable,426,0.60694,0.5732,0.63966,0,0
GATA1,MLP-esm+theta,pooled,unresolvable,9304,0.52191,0.51558,0.52794,0,0
GATA1,MLP-esm+theta,pooled,resolvable_xfit,425,0.60044,0.56429,0.63324,0,0
GATA1,MLP-esm+theta,pooled,unresolvable_xfit,9305,0.51975,0.51313,0.52607,0,0
GATA1,MLP-theta,pooled,all,9730,0.53092,0.52461,0.53746,0,0
GATA1,MLP-theta,pooled,resolvable,426,0.67299,0.63422,0.71117,0,0
GATA1,MLP-theta,pooled,unresolvable,9304,0.52442,0.51785,0.53097,0,0
GATA1,MLP-theta,pooled,resolvable_xfit,425,0.68814,0.65039,0.72451,0,0
GATA1,MLP-theta,pooled,unresolvable_xfit,9305,0.53052,0.52405,0.53683,0,0
GATA1,PerturbNet,pooled,all,9730,0.52894,0.52286,0.53505,0,0
GATA1,PerturbNet,pooled,resolvable,426,0.56166,0.52052,0.60193,0,0
GATA1,PerturbNet,pooled,unresolvable,9304,0.52745,0.5211,0.53365,0,0
GATA1,PerturbNet,pooled,resolvable_xfit,425,0.58341,0.54478,0.62333,0,0
GATA1,PerturbNet,pooled,unresolvable_xfit,9305,0.52634,0.51946,0.53288,0,0
GATA1,RF-esm,pooled,all,9730,0.52935,0.52309,0.5359,0,0
GATA1,RF-esm,pooled,resolvable,426,0.67673,0.63517,0.71828,0,0
GATA1,RF-esm,pooled,unresolvable,9304,0.5226,0.51623,0.52879,0,0
GATA1,RF-esm,pooled,resolvable_xfit,425,0.65422,0.61211,0.69395,0,0
GATA1,RF-esm,pooled,unresolvable_xfit,9305,0.52058,0.51378,0.52717,0,0
GATA1,RF-esm+theta,pooled,all,9730,0.523,0.51682,0.52925,0,0
GATA1,RF-esm+theta,pooled,resolvable,426,0.65841,0.61818,0.69885,0,0
GATA1,RF-esm+theta,pooled,unresolvable,9304,0.5168,0.51068,0.52348,0,0
GATA1,RF-esm+theta,pooled,resolvable_xfit,425,0.64743,0.60637,0.68838,0,0
GATA1,RF-esm+theta,pooled,unresolvable_xfit,9305,0.5169,0.51039,0.52357,0,0
GATA1,RF-theta,pooled,all,9730,0.52293,0.51675,0.52935,0,0
GATA1,RF-theta,pooled,resolvable,426,0.52623,0.48317,0.56862,0,0
GATA1,RF-theta,pooled,unresolvable,9304,0.52278,0.51648,0.52931,0,0
GATA1,RF-theta,pooled,resolvable_xfit,425,0.5174,0.47615,0.55885,0,0
GATA1,RF-theta,pooled,unresolvable_xfit,9305,0.52141,0.51487,0.52799,0,0
GATA1,Ridge-esm,pooled,all,9730,0.56857,0.56202,0.57476,0,0
GATA1,Ridge-esm,pooled,resolvable,426,0.79467,0.76184,0.82617,0,0
GATA1,Ridge-esm,pooled,unresolvable,9304,0.55822,0.55196,0.56462,0,0
GATA1,Ridge-esm,pooled,resolvable_xfit,425,0.77978,0.74542,0.81324,0,0
GATA1,Ridge-esm,pooled,unresolvable_xfit,9305,0.55992,0.55333,0.5664,0,0
GATA1,Ridge-esm+theta,pooled,all,9730,0.53315,0.52656,0.53958,0,0
GATA1,Ridge-esm+theta,pooled,resolvable,426,0.57921,0.53974,0.61731,0,0
GATA1,Ridge-esm+theta,pooled,unresolvable,9304,0.53104,0.52474,0.53713,0,0
GATA1,Ridge-esm+theta,pooled,resolvable_xfit,425,0.59853,0.55733,0.64072,0,0
GATA1,Ridge-esm+theta,pooled,unresolvable_xfit,9305,0.53614,0.52937,0.54281,0,0
GATA1,Ridge-theta,pooled,all,9730,0.51707,0.51049,0.52367,0,0
GATA1,Ridge-theta,pooled,resolvable,426,0.48705,0.44725,0.52582,0,0
GATA1,Ridge-theta,pooled,unresolvable,9304,0.51844,0.51213,0.52486,0,0
GATA1,Ridge-theta,pooled,resolvable_xfit,425,0.51444,0.47439,0.55428,0,0
GATA1,Ridge-theta,pooled,unresolvable_xfit,9305,0.52134,0.51516,0.52769,0,0
GATA1,WT-null,pooled,all,9730,0.5,0.5,0.5,0,0
GATA1,WT-null,pooled,resolvable,426,0.5,0.5,0.5,0,0
GATA1,WT-null,pooled,unresolvable,9304,0.5,0.5,0.5,0,0
GATA1,WT-null,pooled,resolvable_xfit,425,0.5,0.5,0.5,0,0
GATA1,WT-null,pooled,unresolvable_xfit,9305,0.5,0.5,0.5,0,0
GATA1,scGen,pooled,all,9730,0.5403,0.53393,0.54676,0,0
GATA1,scGen,pooled,resolvable,426,0.66158,0.6205,0.70018,0,0
GATA1,scGen,pooled,unresolvable,9304,0.53474,0.52835,0.5412,0,0
GATA1,scGen,pooled,resolvable_xfit,425,0.64451,0.60352,0.68422,0,0
GATA1,scGen,pooled,unresolvable_xfit,9305,0.53362,0.5271,0.54074,0,0
GATA1,scVIDR,pooled,all,9730,0.54621,0.54009,0.55269,0,0
GATA1,scVIDR,pooled,resolvable,426,0.83061,0.79502,0.86266,0,0
GATA1,scVIDR,pooled,unresolvable,9304,0.53319,0.52707,0.53966,0,0
GATA1,scVIDR,pooled,resolvable_xfit,425,0.82961,0.79419,0.8602,0,0
GATA1,scVIDR,pooled,unresolvable_xfit,9305,0.53565,0.52877,0.54241,0,0
JAK1,Biolord,pooled,all,289,0.64639,0.6064,0.68662,0,0
JAK1,Biolord,pooled,resolvable,219,0.70439,0.65789,0.75289,0,0
JAK1,Biolord,pooled,unresolvable,70,0.46492,0.3954,0.53034,0,0
JAK1,Biolord,pooled,resolvable_xfit,217,0.7152,0.66494,0.7621,0,0
JAK1,Biolord,pooled,unresolvable_xfit,72,0.45689,0.38772,0.52662,0,0
JAK1,CellFlow,pooled,all,154,0.52294,0.46861,0.57749,0,0
JAK1,CellFlow,pooled,resolvable,117,0.55442,0.48774,0.61654,0,0
JAK1,CellFlow,pooled,unresolvable,37,0.42342,0.33779,0.50543,0,0
JAK1,CellFlow,pooled,resolvable_xfit,116,0.5361,0.46444,0.60345,0,0
JAK1,CellFlow,pooled,unresolvable_xfit,38,0.41941,0.32401,0.52138,0,0
JAK1,GBoost-esm,pooled,all,231,0.52934,0.47874,0.57893,0,0
JAK1,GBoost-esm,pooled,resolvable,174,0.49036,0.43295,0.54854,0,0
JAK1,GBoost-esm,pooled,unresolvable,57,0.64834,0.57154,0.72398,0,0
JAK1,GBoost-esm,pooled,resolvable_xfit,172,0.47347,0.41461,0.53502,0,0
JAK1,GBoost-esm,pooled,unresolvable_xfit,59,0.66384,0.58402,0.74224,0,0
JAK1,GBoost-esm+theta,pooled,all,231,0.56349,0.51625,0.60991,0,0
JAK1,GBoost-esm+theta,pooled,resolvable,174,0.53589,0.47796,0.59541,0,0
JAK1,GBoost-esm+theta,pooled,unresolvable,57,0.64776,0.57427,0.71852,0,0
JAK1,GBoost-esm+theta,pooled,resolvable_xfit,172,0.52871,0.46899,0.58854,0,0
JAK1,GBoost-esm+theta,pooled,unresolvable_xfit,59,0.64583,0.56955,0.71893,0,0
JAK1,GBoost-theta,pooled,all,289,0.5495,0.50953,0.58912,0,0
JAK1,GBoost-theta,pooled,resolvable,219,0.52752,0.47859,0.57386,0,0
JAK1,GBoost-theta,pooled,unresolvable,70,0.61825,0.55016,0.68081,0,0
JAK1,GBoost-theta,pooled,resolvable_xfit,217,0.52203,0.47258,0.56908,0,0
JAK1,GBoost-theta,pooled,unresolvable_xfit,72,0.61458,0.55295,0.67565,0,0
JAK1,Gene-mean,pooled,all,289,0.5,0.5,0.5,0,0
JAK1,Gene-mean,pooled,resolvable,219,0.5,0.5,0.5,0,0
JAK1,Gene-mean,pooled,unresolvable,70,0.5,0.5,0.5,0,0
JAK1,Gene-mean,pooled,resolvable_xfit,217,0.5,0.5,0.5,0,0
JAK1,Gene-mean,pooled,unresolvable_xfit,72,0.5,0.5,0.5,0,0
JAK1,KNN-esm,pooled,all,231,0.53807,0.50065,0.5769,0,0
JAK1,KNN-esm,pooled,resolvable,174,0.52762,0.48327,0.57053,0,0
JAK1,KNN-esm,pooled,unresolvable,57,0.56998,0.503,0.63715,0,0
JAK1,KNN-esm,pooled,resolvable_xfit,172,0.52713,0.48279,0.57062,0,0
JAK1,KNN-esm,pooled,unresolvable_xfit,59,0.54802,0.47702,0.62112,0,0
JAK1,KNN-esm+theta,pooled,all,231,0.50589,0.45899,0.55221,0,0
JAK1,KNN-esm+theta,pooled,resolvable,174,0.54709,0.49,0.60148,0,0
JAK1,KNN-esm+theta,pooled,unresolvable,57,0.38012,0.3074,0.45215,0,0
JAK1,KNN-esm+theta,pooled,resolvable_xfit,172,0.55438,0.5023,0.60587,0,0
JAK1,KNN-esm+theta,pooled,unresolvable_xfit,59,0.36405,0.29767,0.43892,0,0
JAK1,KNN-theta,pooled,all,289,0.51836,0.48138,0.55627,0,0
JAK1,KNN-theta,pooled,resolvable,219,0.51895,0.47278,0.56523,0,0
JAK1,KNN-theta,pooled,unresolvable,70,0.51651,0.45484,0.57516,0,0
JAK1,KNN-theta,pooled,resolvable_xfit,217,0.51286,0.46553,0.55876,0,0
JAK1,KNN-theta,pooled,unresolvable_xfit,72,0.49769,0.4375,0.56338,0,0
JAK1,Lasso-esm,pooled,all,231,0.56662,0.51962,0.61453,0,0
JAK1,Lasso-esm,pooled,resolvable,174,0.56494,0.50402,0.62172,0,0
JAK1,Lasso-esm,pooled,unresolvable,57,0.57173,0.4959,0.65049,0,0
JAK1,Lasso-esm,pooled,resolvable_xfit,172,0.55838,0.49709,0.61434,0,0
JAK1,Lasso-esm,pooled,unresolvable_xfit,59,0.56073,0.48552,0.63631,0,0
JAK1,Lasso-esm+theta,pooled,all,231,0.47104,0.42696,0.51672,0,0
JAK1,Lasso-esm+theta,pooled,resolvable,174,0.5,0.44431,0.56054,0,0
JAK1,Lasso-esm+theta,pooled,unresolvable,57,0.38265,0.31352,0.45353,0,0
JAK1,Lasso-esm+theta,pooled,resolvable_xfit,172,0.50872,0.44949,0.56724,0,0
JAK1,Lasso-esm+theta,pooled,unresolvable_xfit,59,0.39124,0.31674,0.46645,0,0
JAK1,Lasso-theta,pooled,all,289,0.52595,0.48306,0.56707,0,0
JAK1,Lasso-theta,pooled,resolvable,219,0.53374,0.47889,0.58481,0,0
JAK1,Lasso-theta,pooled,unresolvable,70,0.50159,0.43902,0.56732,0,0
JAK1,Lasso-theta,pooled,resolvable_xfit,217,0.54133,0.48775,0.59193,0,0
JAK1,Lasso-theta,pooled,unresolvable_xfit,72,0.5081,0.44068,0.5764,0,0
JAK1,MLP-esm,pooled,all,231,0.53911,0.49504,0.58418,0,0
JAK1,MLP-esm,pooled,resolvable,174,0.55479,0.49438,0.61057,0,0
JAK1,MLP-esm,pooled,unresolvable,57,0.49123,0.42398,0.56278,0,0
JAK1,MLP-esm,pooled,resolvable_xfit,172,0.55208,0.49817,0.60489,0,0
JAK1,MLP-esm,pooled,unresolvable_xfit,59,0.49506,0.41842,0.56957,0,0
JAK1,MLP-esm+theta,pooled,all,231,0.47571,0.42924,0.52078,0,0
JAK1,MLP-esm+theta,pooled,resolvable,174,0.47018,0.41187,0.52618,0,0
JAK1,MLP-esm+theta,pooled,unresolvable,57,0.49259,0.41695,0.56959,0,0
JAK1,MLP-esm+theta,pooled,resolvable_xfit,172,0.47032,0.41145,0.52955,0,0
JAK1,MLP-esm+theta,pooled,unresolvable_xfit,59,0.47105,0.39866,0.54344,0,0
JAK1,MLP-theta,pooled,all,289,0.53824,0.50013,0.57821,0,0
JAK1,MLP-theta,pooled,resolvable,219,0.5361,0.48652,0.58384,0,0
JAK1,MLP-theta,pooled,unresolvable,70,0.54492,0.48079,0.60842,0,0
JAK1,MLP-theta,pooled,resolvable_xfit,217,0.54407,0.49807,0.59477,0,0
JAK1,MLP-theta,pooled,unresolvable_xfit,72,0.52807,0.46615,0.58508,0,0
JAK1,PerturbNet,pooled,all,154,0.45476,0.39502,0.51797,0,0
JAK1,PerturbNet,pooled,resolvable,117,0.46439,0.394,0.54048,0,0
JAK1,PerturbNet,pooled,unresolvable,37,0.42432,0.32162,0.52883,0,0
JAK1,PerturbNet,pooled,resolvable_xfit,116,0.45312,0.3793,0.52695,0,0
JAK1,PerturbNet,pooled,unresolvable_xfit,38,0.47368,0.36513,0.58224,0,0
JAK1,RF-esm,pooled,all,231,0.62234,0.57861,0.66583,0,0
JAK1,RF-esm,pooled,resolvable,174,0.60342,0.5505,0.65528,0,0
JAK1,RF-esm,pooled,unresolvable,57,0.68012,0.61413,0.74417,0,0
JAK1,RF-esm,pooled,resolvable_xfit,172,0.59799,0.54348,0.6508,0,0
JAK1,RF-esm,pooled,unresolvable_xfit,59,0.68997,0.6218,0.7553,0,0
JAK1,RF-esm+theta,pooled,all,231,0.59331,0.54887,0.63879,0,0
JAK1,RF-esm+theta,pooled,resolvable,174,0.57079,0.52295,0.62302,0,0
JAK1,RF-esm+theta,pooled,unresolvable,57,0.66209,0.59356,0.72895,0,0
