perturbation,detectable,identifiable,jointly_evaluable,separation,spread
"(+)-JQ1 | 10.0",False,False,False,18811.4,75981.7
"Abexinostat (PCI-24781) | 10000.0",False,False,False,-3676.87,31585.5
"Alendronate sodium trihydrate | 10.0",False,False,False,14334.6,96382.5
"Alisertib (MLN8237) | 10.0",False,False,False,2938.21,63838.2
"Altretamine | 10.0",False,False,False,-6623.81,30996.4
"Altretamine | 100.0",False,False,False,1596.86,62103.7
"Altretamine | 1000.0",False,False,False,-2223.98,42027.3
"Aminoglutethimide  | 10.0",False,False,False,925.791,32310.2
"Aminoglutethimide  | 10000.0",False,False,False,14142.6,82501.2
"Amisulpride | 10.0",False,False,False,-9448.99,23588.2
"Amisulpride | 10000.0",False,False,False,3014.26,54449.6
"Anacardic Acid | 10.0",False,False,False,3345.34,87324.5
"Anacardic Acid | 100.0",False,False,False,-6062.99,28230.2
"Anacardic Acid | 1000.0",False,False,False,6062.43,66775
"Anacardic Acid | 10000.0",False,False,False,387.614,46397.6
"Andarine | 10.0",False,False,False,12514.1,82300.2
"Andarine | 10000.0",False,False,False,844.052,41835.8
"Aurora A Inhibitor I | 10.0",False,False,False,-6683.58,26026.6
"Aurora A Inhibitor I | 100.0",False,False,False,-566.25,49979.9
"Aurora A Inhibitor I | 1000.0",False,False,False,3010.03,63634.7
"Aurora A Inhibitor I | 10000.0",False,False,False,-1039.62,56489.3
"Avagacestat (BMS-708163) | 10.0",False,False,False,-5833.91,36511.5
"Avagacestat (BMS-708163) | 100.0",False,False,False,7146.39,42567.4
"Avagacestat (BMS-708163) | 10000.0",False,False,False,-5758.83,32322.5
"Azacitidine  | 10.0",False,False,False,4367.25,61028.9
"Azacitidine  | 100.0",False,False,False,3652.43,56371.5
"Azacitidine  | 1000.0",False,False,False,-1505.92,48462.1
"Azacitidine  | 10000.0",False,False,False,-7886.98,30092.6
"BMS-265246 | 10.0",False,False,False,1103.4,47772
"BMS-265246 | 100.0",False,False,False,3252.97,41854.8
"BMS-536924 | 10.0",False,False,False,-6996.75,14193.6
"BMS-911543 | 10.0",False,False,False,2497.35,33899.1
"BMS-911543 | 100.0",False,False,False,5613.21,65247.1
"BMS-911543 | 1000.0",False,False,False,26512.8,92094.6
"BMS-911543 | 10000.0",False,False,False,2785.43,30885.7
"BRD4770 | 10.0",False,False,False,-9330.87,8359.35
"BRD4770 | 100.0",False,False,False,19574.1,114954
"BRD4770 | 1000.0",False,False,False,37658.9,115221
"BRD4770 | 10000.0",False,False,False,9211.4,96941.2
"Barasertib (AZD1152-HQPA) | 10.0",False,False,False,15473.2,60012.1
"Barasertib (AZD1152-HQPA) | 1000.0",False,False,False,10990.6,104957
"Barasertib (AZD1152-HQPA) | 10000.0",False,False,False,9193.63,70385.6
"Baricitinib (LY3009104, INCB028050) | 10.0",False,False,False,4868.31,40514.8
"Baricitinib (LY3009104, INCB028050) | 100.0",False,False,False,-8143.56,23514.4
"Baricitinib (LY3009104, INCB028050) | 1000.0",False,False,False,-6396.47,23372.2
"Baricitinib (LY3009104, INCB028050) | 10000.0",False,False,False,9241.59,87369
"Belinostat (PXD101) | 10.0",False,False,False,163.536,47095.6
"Belinostat (PXD101) | 100.0",False,False,False,4154.01,49879.8
"Belinostat (PXD101) | 1000.0",False,False,False,-5113.01,29809.3
"Belinostat (PXD101) | 10000.0",False,False,False,-8370.63,28678.6
"Bisindolylmaleimide IX (Ro 31-8220 Mesylate) | 10.0",False,False,False,-8353.15,24324.8
"Bisindolylmaleimide IX (Ro 31-8220 Mesylate) | 100.0",False,False,False,-1909.39,29979.7
"Bisindolylmaleimide IX (Ro 31-8220 Mesylate) | 1000.0",False,False,False,18685.8,89911.4
"Busulfan  | 10.0",False,False,False,-11772.4,10534.2
"Busulfan  | 100.0",False,False,False,1745.01,59122.5
"Busulfan  | 1000.0",False,False,False,-7799.84,17977.9
"Busulfan  | 10000.0",False,False,False,-3489.41,24448.2
"CEP-33779 | 10.0",False,False,False,-4207.6,30533.7
"CEP-33779 | 100.0",False,False,False,-2446.02,19426.8
"CEP-33779 | 1000.0",False,False,False,3304.87,70450.4
"CEP-33779 | 10000.0",False,False,False,-4631.41,27927.2
"CUDC-101 | 10.0",False,False,False,-7473.99,46043.6
"CUDC-101 | 100.0",False,False,False,-3754.04,30778.3
"CUDC-101 | 1000.0",False,False,False,6273.87,93398.7
"CUDC-101 | 10000.0",False,False,False,27685.8,127068
"CUDC-907 | 10.0",False,False,False,2123.03,50596.3
"CUDC-907 | 100.0",False,False,False,-6050.46,41360.1
"CUDC-907 | 1000.0",False,False,False,6716.49,46496.5
"CYC116 | 10.0",False,False,False,11105.5,116088
"CYC116 | 100.0",False,False,False,12371.2,91541.4
"CYC116 | 1000.0",False,False,False,-9648.37,16877.5
"Capecitabine  | 10.0",False,False,False,1238.3,51592.8
"Capecitabine  | 100.0",False,False,False,-1795.63,34118.9
"Capecitabine  | 1000.0",False,False,False,918.316,27600.8
"Capecitabine  | 10000.0",False,False,False,-3959.22,40418.6
"Carmofur | 10.0",False,False,False,10460.5,50373.6
"Carmofur | 1000.0",False,False,False,10525,67289.1
"Carmofur | 10000.0",False,False,False,18175,88066.9
"Cediranib (AZD2171) | 10.0",False,False,False,9725.44,62210.5
"Cediranib (AZD2171) | 100.0",False,False,False,4518.96,64960.5
"Celecoxib | 10.0",False,False,False,-857.93,71488.7
"Celecoxib | 10000.0",False,False,False,6779.68,78374
"Cerdulatinib (PRT062070, PRT2070) | 10.0",False,False,False,-3680.55,26367
"Cerdulatinib (PRT062070, PRT2070) | 100.0",False,False,False,20922.2,110497
"Cerdulatinib (PRT062070, PRT2070) | 1000.0",False,False,False,5446.83,61193.4
"Cerdulatinib (PRT062070, PRT2070) | 10000.0",False,False,False,39079.1,121348
"Cimetidine  | 10.0",False,False,False,77568,275820
"Cimetidine  | 100.0",False,False,False,4804.1,51048.4
"Cimetidine  | 1000.0",False,False,False,3672.79,45360.6
"Cimetidine  | 10000.0",False,False,False,13752.5,88797.2
"Clevudine  | 10.0",False,False,False,-1594.89,56104
"Clevudine  | 100.0",False,False,False,-6471.5,25696.6
"Clevudine  | 1000.0",False,False,False,-148.139,43997.4
"Clevudine  | 10000.0",False,False,False,696.625,68835.6
"Costunolide | 10.0",False,False,False,23642.4,116444
"Costunolide | 100.0",False,False,False,-1580.13,28978.6
"Costunolide | 10000.0",False,False,False,4607.78,62706.8
"Crizotinib (PF-02341066) | 10.0",False,False,False,9326.67,54993.5
"Crizotinib (PF-02341066) | 100.0",False,False,False,60601.3,279044
"Crizotinib (PF-02341066) | 1000.0",False,False,False,10822.1,45650.4
"Curcumin | 10.0",False,False,False,-5319.83,35309
"Curcumin | 100.0",False,False,False,477.455,70152.1
"Curcumin | 1000.0",False,False,False,1749.44,45350
"Curcumin | 10000.0",False,False,False,765.213,61196.2
"Cyclocytidine HCl | 10.0",False,False,False,21139.5,152080
"Cyclocytidine HCl | 100.0",False,False,False,-4410.94,25285.9
"Dacinostat (LAQ824) | 10.0",True,False,False,408.81,57515.5
"Dacinostat (LAQ824) | 10000.0",False,False,False,-5727.16,31828.9
"Danusertib (PHA-739358) | 10.0",False,False,False,12540.2,69192
"Danusertib (PHA-739358) | 1000.0",False,False,False,120818,198319
"Daphnetin | 10.0",False,False,False,1148.02,28106.2
"Daphnetin | 100.0",False,False,False,-2631.13,30589.9
"Daphnetin | 1000.0",False,False,False,-1433.3,47071.9
"Daphnetin | 10000.0",False,False,False,19396.8,58315.6
"Dasatinib | 10.0",False,False,False,70126.2,216602
"Dasatinib | 100.0",False,False,False,-5384.6,16506.2
"Decitabine | 10.0",False,False,False,-9510.03,12664.5
"Decitabine | 10000.0",False,False,False,-6099.63,19590.8
"Disulfiram  | 10.0",False,False,False,17734.7,76014.1
"Disulfiram  | 10000.0",False,False,False,11378.4,55605.8
"Divalproex Sodium | 10.0",False,False,False,5520.61,45706
"Divalproex Sodium | 100.0",False,False,False,-893.741,40115.5
"Divalproex Sodium | 1000.0",False,False,False,-1201.67,52486.8
"Divalproex Sodium | 10000.0",False,False,False,8465.17,96092.3
"Droxinostat | 10.0",False,False,False,-1013.24,30953.8
"Droxinostat | 100.0",False,False,False,-4256.44,40539.2
"Droxinostat | 1000.0",False,False,False,12026.8,95415.4
"Droxinostat | 10000.0",False,False,False,4058.81,50072.9
"EED226 | 10.0",False,False,False,-6361.85,21982.4
"EED226 | 100.0",False,False,False,-8092.97,23810.6
"EED226 | 1000.0",False,False,False,7265.38,60495.9
"EED226 | 10000.0",False,False,False,-10121.5,18352.3
"ENMD-2076 | 10.0",False,False,False,3258.82,52538.7
"ENMD-2076 | 100.0",False,False,False,-2249.52,39011.3
"ENMD-2076 | 1000.0",False,False,False,3410.13,38694.1
"ENMD-2076 L-(+)-Tartaric acid  | 10.0",False,False,False,-7421.88,24943.2
"ENMD-2076 L-(+)-Tartaric acid  | 100.0",False,False,False,-585.508,52174.4
"ENMD-2076 L-(+)-Tartaric acid  | 1000.0",False,False,False,-1745.84,27643.6
"Ellagic acid | 10.0",False,False,False,-3922.62,32412.6
"Ellagic acid | 100.0",False,False,False,2116.42,68135.4
"Ellagic acid | 1000.0",False,False,False,1603.77,30044.5
"Ellagic acid | 10000.0",False,False,False,2293.26,37971.8
"Entacapone | 10.0",False,False,False,19885.2,139981
"Entacapone | 100.0",False,False,False,2024.42,56458.7
"Entacapone | 1000.0",False,False,False,-7795.49,23563.3
"Entacapone | 10000.0",False,False,False,29.5441,52403.5
"Entinostat (MS-275) | 10.0",False,False,False,14763,57698.9
"Entinostat (MS-275) | 100.0",False,False,False,6444.53,80175.4
"Entinostat (MS-275) | 1000.0",False,False,False,-290.843,57105.3
"Entinostat (MS-275) | 10000.0",False,False,False,6484.14,50693.4
"Enzastaurin (LY317615) | 10.0",False,False,False,-4225.5,31126.3
"Enzastaurin (LY317615) | 100.0",False,False,False,6851.21,49190.2
"Enzastaurin (LY317615) | 1000.0",False,False,False,1309.78,50497.9
"Enzastaurin (LY317615) | 10000.0",False,False,False,27665.3,216596
"FLLL32 | 10.0",False,False,False,-7865.63,16999.6
"FLLL32 | 100.0",False,False,False,7533.82,73090.5
"FLLL32 | 1000.0",False,False,False,-5669.43,27733.3
"FLLL32 | 10000.0",False,False,False,1889.68,62256.8
"Fasudil (HA-1077) HCl | 10.0",False,False,False,-5094.95,29509.6
"Fasudil (HA-1077) HCl | 100.0",False,False,False,5801.79,63832.8
"Fasudil (HA-1077) HCl | 1000.0",False,False,False,-3712.16,32065.8
"Fasudil (HA-1077) HCl | 10000.0",False,False,False,-5105.06,39317.9
"Fedratinib (SAR302503, TG101348) | 10.0",False,False,False,17393.7,71412.7
"Fedratinib (SAR302503, TG101348) | 100.0",False,False,False,-2025.94,59195
"Fedratinib (SAR302503, TG101348) | 1000.0",False,False,False,-7509,34371.2
"Filgotinib (GLPG0634) | 10.0",False,False,False,10432.7,65182.6
"Filgotinib (GLPG0634) | 100.0",False,False,False,15234.4,73944.5
"Filgotinib (GLPG0634) | 1000.0",False,False,False,4157.9,37338.7
"Filgotinib (GLPG0634) | 10000.0",False,False,False,-7384.76,27838.5
"Fluorouracil (5-Fluoracil, 5-FU) | 10.0",False,False,False,6113.57,64834
"Fluorouracil (5-Fluoracil, 5-FU) | 100.0",False,False,False,11864,69280.3
"Fluorouracil (5-Fluoracil, 5-FU) | 1000.0",False,False,False,-2333.46,33823.5
"Fulvestrant | 10.0",False,False,False,-6327.26,47000.5
"Fulvestrant | 100.0",False,False,False,7517.21,87505.2
"Fulvestrant | 1000.0",False,False,False,3426.69,52992
"Fulvestrant | 10000.0",False,False,False,-1756.69,52637.8
"G007-LK | 10.0",False,False,False,20250.6,111788
"G007-LK | 100.0",False,False,False,-8018.55,24072.8
"G007-LK | 1000.0",False,False,False,427.546,57865.9
"G007-LK | 10000.0",False,False,False,-3565.49,48071.9
"GSK J1 | 10.0",False,False,False,2305.49,27555.2
"GSK J1 | 100.0",False,False,False,-8920.22,18114.4
"GSK J1 | 1000.0",False,False,False,2104.7,51712.5
"GSK J1 | 10000.0",False,False,False,19164.6,146453
"GSK-LSD1 2HCl | 10.0",False,False,False,1569.26,49998.7
"GSK-LSD1 2HCl | 100.0",False,False,False,-5906.47,21284.6
"GSK-LSD1 2HCl | 1000.0",False,False,False,-13570.5,12862.6
"GSK-LSD1 2HCl | 10000.0",False,False,False,2990.3,43979.6
"GSK1070916 | 10.0",True,False,False,27018.5,76839.9
"GSK1070916 | 100.0",False,False,False,46778.5,115795
"GSK1070916 | 1000.0",False,False,False,91398.5,251285
"Gandotinib (LY2784544) | 10.0",False,False,False,-6202.71,14064.8
"Gandotinib (LY2784544) | 100.0",False,False,False,237.344,41554.3
"Gandotinib (LY2784544) | 1000.0",False,False,False,12338.5,89436.2
"Givinostat (ITF2357) | 10.0",False,False,False,8047.87,85061.9
"Givinostat (ITF2357) | 100.0",False,False,False,-2567.17,43871.3
"Givinostat (ITF2357) | 1000.0",False,False,False,18216.9,105153
"Givinostat (ITF2357) | 10000.0",False,False,False,-7405.97,24631.6
"Glesatinib?(MGCD265) | 10.0",False,False,False,5671.63,67038.6
"Glesatinib?(MGCD265) | 100.0",False,False,False,-3124.67,32255.9
"Glesatinib?(MGCD265) | 1000.0",False,False,False,17898.4,100737
"INO-1001 (3-Aminobenzamide) | 10.0",False,False,False,2154.45,51615.2
"INO-1001 (3-Aminobenzamide) | 100.0",False,False,False,-221.295,83603.1
"INO-1001 (3-Aminobenzamide) | 1000.0",False,False,False,5628.42,46875.4
"INO-1001 (3-Aminobenzamide) | 10000.0",False,False,False,24483.3,87617
"IOX2 | 10.0",False,False,False,2049.81,67039.2
"IOX2 | 100.0",False,False,False,13998.9,76583.3
"IOX2 | 1000.0",False,False,False,5336.76,57269
"IOX2 | 10000.0",False,False,False,3732.18,36922.4
"ITSA-1 (ITSA1) | 10.0",False,False,False,-6060.54,26165.2
"ITSA-1 (ITSA1) | 100.0",False,False,False,-7285.9,23813.1
"ITSA-1 (ITSA1) | 1000.0",False,False,False,575.1,28530.5
"ITSA-1 (ITSA1) | 10000.0",False,False,False,-2350.21,39922.6
"Iniparib (BSI-201) | 100.0",False,False,False,4625.24,50569.7
"Iniparib (BSI-201) | 1000.0",False,False,False,326.095,43704.3
"Iniparib (BSI-201) | 10000.0",False,False,False,-910.643,55026.1
"Ivosidenib (AG-120) | 100.0",False,False,False,-3164.98,40380.5
"Ivosidenib (AG-120) | 1000.0",False,False,False,-4457.23,45790.9
"JNJ-26854165 (Serdemetan) | 10.0",False,False,False,-3916.95,37545.9
"JNJ-26854165 (Serdemetan) | 100.0",False,False,False,-1758.93,23400.4
"JNJ-26854165 (Serdemetan) | 1000.0",False,False,False,2450.65,47063
"JNJ-7706621 | 10.0",False,False,False,8124.58,65689.4
"JNJ-7706621 | 100.0",False,False,False,-7228.08,25694.5
"JNJ-7706621 | 1000.0",False,False,False,12364.1,91207.5
"JNJ-7706621 | 10000.0",False,False,False,10585.6,89752.1
"KW-2449 | 10.0",False,False,False,126.873,43588.3
"KW-2449 | 100.0",False,False,False,-2996.36,40509.8
"Ki16425 | 10.0",False,False,False,11292.3,99915.2
"Ki16425 | 100.0",False,False,False,4853.92,55091.8
"Ki16425 | 1000.0",False,False,False,-5054.73,33374.1
"Ki16425 | 10000.0",False,False,False,1785.73,66592.9
"Ki8751 | 10.0",False,False,False,7920.01,58049.3
"Ki8751 | 100.0",False,False,False,-947.216,30275.7
"Ki8751 | 1000.0",False,False,False,8960.42,46689
"Lapatinib (GW-572016) Ditosylate | 10.0",False,False,False,-8391.16,15303.1
"Lapatinib (GW-572016) Ditosylate | 100.0",False,False,False,8309.42,80997.6
"Lenalidomide (CC-5013) | 10.0",False,False,False,-10279.6,15291.8
"Lenalidomide (CC-5013) | 10000.0",False,False,False,-3664.17,30660.3
"Linifanib (ABT-869) | 10.0",False,False,False,12130.6,76597.5
"Linifanib (ABT-869) | 100.0",False,False,False,-2674.62,57835
"Linifanib (ABT-869) | 1000.0",False,False,False,9240.73,103683
"Lomustine  | 10.0",False,False,False,2344.76,34526.7
"Lomustine  | 100.0",False,False,False,29026.2,131505
"Lomustine  | 1000.0",False,False,False,-11936.8,10566.4
"Lomustine  | 10000.0",False,False,False,9319.05,83429.8
"Luminespib (AUY-922, NVP-AUY922) | 10.0",False,False,False,26401.8,84163.8
"M344 | 10.0",False,False,False,-9939.37,17897.9
"M344 | 100.0",False,False,False,-1399.23,27702.8
"M344 | 1000.0",False,False,False,3926.12,53240.5
"M344 | 10000.0",False,False,False,17201.8,112857
"MC1568 | 10.0",False,False,False,-3564.24,33996.2
"MC1568 | 100.0",False,False,False,-11608.9,13182
"MC1568 | 1000.0",False,False,False,6168.15,41597.9
"MC1568 | 10000.0",False,False,False,11766.2,100923
"MK-0752 | 10.0",False,False,False,6012.13,57364.7
"MK-0752 | 100.0",False,False,False,5627.79,49342.9
"MK-0752 | 1000.0",True,False,False,-2214.52,26041.3
"MK-5108 (VX-689) | 10.0",False,False,False,1854.32,35574.8
"MK-5108 (VX-689) | 100.0",False,False,False,2424.92,85846.9
"MK-5108 (VX-689) | 1000.0",False,False,False,13180.8,71665.6
"MLN8054 | 10.0",False,False,False,3104.03,60657.8
"MLN8054 | 1000.0",False,False,False,18618.3,81215.1
"MLN8054 | 10000.0",False,False,False,5480.7,42968.4
"Maraviroc | 10.0",False,False,False,30170.9,115128
"Maraviroc | 100.0",False,False,False,-1553.11,43837.3
"Maraviroc | 1000.0",False,False,False,12551,72613.1
"Maraviroc | 10000.0",False,False,False,2.1098,53268.9
"Meprednisone | 10.0",False,False,False,-6365.65,24499.8
"Meprednisone | 100.0",False,False,False,-4376.03,28431.8
"Meprednisone | 10000.0",False,False,False,21594.2,98162.5
"Mercaptopurine (6-MP) | 100.0",False,False,False,-2128.24,25260.9
"Mesna  | 10.0",False,False,False,21169,88807.1
"Mesna  | 100.0",False,False,False,-3165.32,38151.1
"Mesna  | 10000.0",False,False,False,-3812.38,22457.6
"Mocetinostat (MGCD0103) | 100.0",False,False,False,-4237.83,35231.3
"Mocetinostat (MGCD0103) | 1000.0",False,False,False,8631.12,60411.1
"Momelotinib (CYT387) | 10.0",False,False,False,-7361.29,19220
"Momelotinib (CYT387) | 100.0",False,False,False,-2248.03,38257.8
"Momelotinib (CYT387) | 1000.0",False,False,False,2451.23,54666.2
"Motesanib Diphosphate (AMG-706) | 10.0",False,False,False,2.88961,37197.3
"Motesanib Diphosphate (AMG-706) | 100.0",False,False,False,-2478.17,29883.7
"Motesanib Diphosphate (AMG-706) | 1000.0",False,False,False,-12224.5,14261.9
"Motesanib Diphosphate (AMG-706) | 10000.0",False,False,False,4765.74,54357.4
"NVP-BSK805 2HCl | 10.0",False,False,False,8040.71,57850.7
"NVP-BSK805 2HCl | 100.0",False,False,False,14866.5,136398
"NVP-BSK805 2HCl | 1000.0",False,False,False,50238.3,138393
"NVP-BSK805 2HCl | 10000.0",False,False,False,44829.7,247708
"Navitoclax (ABT-263) | 10.0",False,False,False,31518.4,181209
"Navitoclax (ABT-263) | 100.0",False,False,False,6952.53,78656.7
"Navitoclax (ABT-263) | 1000.0",False,False,False,-2634.39,40909.1
"Nilotinib (AMN-107) | 10.0",False,False,False,-1871,45574.4
"Nilotinib (AMN-107) | 100.0",False,False,False,11881.8,80885.6
"Nilotinib (AMN-107) | 1000.0",False,False,False,2853.13,28915.1
"Nilotinib (AMN-107) | 10000.0",False,False,False,-2550.01,39555.3
"Nintedanib (BIBF 1120) | 10.0",False,False,False,-4313.11,23292.6
"Nintedanib (BIBF 1120) | 1000.0",False,False,False,1798.8,58723.7
"Obatoclax Mesylate (GX15-070) | 10.0",False,False,False,9242.67,98326.2
"Obatoclax Mesylate (GX15-070) | 100.0",False,False,False,32321.2,117814
"Obatoclax Mesylate (GX15-070) | 1000.0",False,False,False,3736.78,61217
"Ofloxacin | 10.0",False,False,False,-3255.49,28293.3
"Ofloxacin | 100.0",False,False,False,15184.3,141094
"Ofloxacin | 1000.0",False,False,False,61994.8,127739
"Ofloxacin | 10000.0",False,False,False,15030.6,75449.9
"PCI-34051 | 10.0",False,False,False,-2048.24,68025.7
"PCI-34051 | 100.0",False,False,False,-4975.79,37700.6
"PCI-34051 | 1000.0",False,False,False,10095.4,66748.9
"PD173074 | 10.0",False,False,False,4086.07,56275.9
"PD173074 | 100.0",False,False,False,-3726.26,31639.5
"PD98059 | 10.0",False,False,False,-1048.83,40154.6
"PD98059 | 100.0",False,False,False,1277.29,32579.6
"PD98059 | 1000.0",False,False,False,1236.79,32649.9
"PD98059 | 10000.0",False,False,False,7533.33,74906.2
"PF-3845 | 10.0",False,False,False,-488.259,52937.8
"PF-3845 | 100.0",False,False,False,-208.499,42266.7
"PF-3845 | 10000.0",False,False,False,25185.3,126167
"PF-573228 | 10.0",False,False,False,29397.3,130093
"PF-573228 | 100.0",False,False,False,-2436.55,43388.5
"PF-573228 | 1000.0",False,False,False,-6329.48,22610.6
"PFI-1 (PF-6405761) | 10.0",False,False,False,-1719.25,51970.5
"PFI-1 (PF-6405761) | 100.0",False,False,False,-5317.29,30464.8
"PFI-1 (PF-6405761) | 1000.0",False,False,False,3471.51,50852.6
"PFI-1 (PF-6405761) | 10000.0",False,False,False,-10627.9,12004.6
"PHA-680632 | 10.0",False,False,False,-856.807,29524.4
"PHA-680632 | 1000.0",False,False,False,-6278.01,41344.1
"PJ34 | 10.0",False,False,False,-4961.26,30522.3
"PJ34 | 100.0",False,False,False,-6223.03,26947.5
"PJ34 | 1000.0",False,False,False,7624.55,65538.3
"PJ34 | 10000.0",False,False,False,-632.557,64396.4
"Panobinostat (LBH589) | 100.0",False,False,False,-5681.01,41747.3
"Panobinostat (LBH589) | 1000.0",False,False,False,-11762.4,8814.24
"Panobinostat (LBH589) | 10000.0",False,False,False,-11185.6,18058.2
"Pelitinib (EKB-569) | 10.0",False,False,False,3931.43,63993.4
"Pelitinib (EKB-569) | 100.0",False,False,False,-3177.61,39670.2
"Pelitinib (EKB-569) | 1000.0",False,False,False,-9120.85,35904.1
"Pirarubicin | 10.0",False,False,False,43484.2,147305
"Pirarubicin | 100.0",False,False,False,22477.2,95375.9
"Pirarubicin | 1000.0",False,False,False,5214.05,62642.3
"Pracinostat (SB939) | 10.0",False,False,False,-3944.14,25113.2
"Pracinostat (SB939) | 100.0",False,False,False,20345.2,153199
"Pracinostat (SB939) | 1000.0",False,False,False,5609.2,72621.8
"Pracinostat (SB939) | 10000.0",False,False,False,-11188.4,14328
"Prednisone  | 10.0",False,False,False,13622.3,56894.4
"Prednisone  | 100.0",False,False,False,-2264.25,20172.5
"Prednisone  | 10000.0",False,False,False,-5230.54,23177
"Quercetin | 10.0",False,False,False,3076.06,50383.6
"Quercetin | 100.0",False,False,False,14370.1,81317
"Quercetin | 1000.0",False,False,False,-5358.1,21576.5
"Quercetin | 10000.0",False,False,False,7889.27,69077.9
"Quisinostat (JNJ-26481585) 2HCl | 1000.0",False,False,False,-8514.13,21717.8
"Quisinostat (JNJ-26481585) 2HCl | 10000.0",False,False,False,-3342.65,39374.4
"RG108 | 10.0",False,False,False,-3668.25,31658.7
"RG108 | 100.0",False,False,False,-7725.03,26771.8
"RG108 | 1000.0",False,False,False,11282.4,68627.5
"RG108 | 10000.0",False,False,False,-9273,15116.7
"Ramelteon | 100.0",False,False,False,13095.4,71947.5
"Ramelteon | 10000.0",False,False,False,-3284.67,33368.9
"Regorafenib (BAY 73-4506) | 10.0",False,False,False,519.168,39073.1
"Regorafenib (BAY 73-4506) | 100.0",False,False,False,-5479.65,28781.8
"Regorafenib (BAY 73-4506) | 1000.0",False,False,False,231.68,23896.4
"Resminostat | 10.0",False,False,False,12270.1,103074
"Resminostat | 100.0",False,False,False,24459.3,108087
"Resminostat | 1000.0",False,False,False,-3519.29,34529.5
"Resminostat | 10000.0",False,False,False,697.865,86462.3
"Resveratrol | 10.0",False,False,False,-7808.03,20489.8
"Resveratrol | 100.0",False,False,False,13624.9,73293.3
"Resveratrol | 1000.0",False,False,False,7021.42,93278.2
"Resveratrol | 10000.0",False,False,False,-1561.34,30814.7
"Rigosertib (ON-01910) | 10.0",False,False,False,15318.6,61895
"Roscovitine (Seliciclib,CYC202) | 10.0",False,False,False,-8868.35,20771.3
"Roxadustat (FG-4592) | 10.0",False,False,False,9394.91,69462.2
"Roxadustat (FG-4592) | 100.0",False,False,False,26716.8,123159
"Roxadustat (FG-4592) | 1000.0",True,False,False,10185.1,62441
"Roxadustat (FG-4592) | 10000.0",False,False,False,11825.6,55496.1
"Rucaparib (AG-014699,PF-01367338) phosphate | 10.0",False,False,False,1500.18,38498.8
"Rucaparib (AG-014699,PF-01367338) phosphate | 10000.0",False,False,False,18276.3,90931.2
"Ruxolitinib (INCB018424) | 10.0",False,False,False,7515.12,60333.4
"Ruxolitinib (INCB018424) | 100.0",False,False,False,1135.91,37909.3
